Temporada,Jornada,Equipo,LoV,Minutos,Puntos,T1,%T1,T2,%T2,T3,%T3,T,Valoración,Puntos_1C,Puntos_2C,Puntos_3C,Puntos_4C,Puntos_PR
2012,6,ASS,L,100:00,88,17/22,77%,16/35,46%,13/30,43%,30,90,,,,, 
2012,6,GBC,V,100:00,89,15/17,88%,19/33,58%,12/28,43%,33,93,,,,, 
2012,6,UCM,L,100:00,64,7/17,41%,18/40,45%,7/24,29%,36,61,,,,, 
2012,6,RMB,V,100:00,79,18/24,75%,23/41,56%,5/20,25%,45,90,,,,, 
2012,6,CAI,L,100:00,76,13/19,68%,21/36,58%,7/21,33%,28,89,,,,, 
2012,6,BSM,V,100:00,58,5/7,71%,19/35,54%,5/18,28%,30,50,,,,, 
2012,6,CAN,L,100:00,71,6/10,60%,22/36,61%,7/23,30%,26,74,,,,, 
2012,6,GC,V,100:00,76,10/12,83%,18/36,50%,10/21,48%,34,73,,,,, 
2012,6,CLA,L,100:00,80,1/2,50%,32/51,63%,5/19,26%,39,94,,,,, 
2012,6,FCB,V,100:00,69,3/4,75%,24/47,51%,6/18,33%,25,65,,,,, 
2012,7,CJB,L,100:00,84,19/25,76%,16/39,41%,11/29,38%,34,73,,,,, 
2012,7,BRV,V,100:00,89,12/17,71%,25/50,50%,9/19,47%,41,99,,,,, 
2012,7,BSM,L,100:00,69,18/25,72%,18/36,50%,5/20,25%,34,75,,,,, 
2012,7,UCM,V,100:00,73,9/16,56%,14/28,50%,12/25,48%,24,60,,,,, 
2012,7,CAJ,L,100:00,68,14/17,82%,21/43,49%,4/19,21%,29,67,,,,, 
2012,7,CAN,V,100:00,79,19/24,79%,15/29,52%,10/20,50%,35,86,,,,, 
2012,7,RMB,L,100:00,98,8/9,89%,18/30,60%,18/34,53%,28,117,,,,, 
2012,7,UBB,V,100:00,84,24/29,83%,24/44,55%,4/13,31%,32,92,,,,, 
2012,7,FCB,L,100:00,89,16/24,67%,26/41,63%,7/17,41%,45,123,,,,, 
2012,7,ASS,V,100:00,47,3/4,75%,16/40,40%,4/23,17%,27,22,,,,, 
2012,7,GC,L,100:00,73,5/10,50%,19/42,45%,10/23,43%,34,73,,,,, 
2012,7,MCF,V,100:00,52,11/18,61%,13/30,43%,5/22,23%,38,48,,,,, 
2012,7,GBC,L,100:00,54,8/12,67%,14/38,37%,6/25,24%,32,35,,,,, 
2012,7,UNI,V,100:00,67,21/25,84%,20/36,56%,2/16,13%,39,75,,,,, 
2012,7,VBC,L,100:00,75,16/24,67%,19/28,68%,7/26,27%,26,70,,,,, 
2012,7,CLA,V,100:00,79,24/31,77%,23/41,56%,3/9,33%,30,75,,,,, 
2012,7,ASE,L,100:00,68,8/10,80%,24/44,55%,4/21,19%,32,72,,,,, 
2012,7,CAI,V,100:00,83,6/8,75%,16/27,59%,15/32,47%,31,84,,,,, 
2012,8,BRV,L,100:00,76,15/16,94%,14/38,37%,11/23,48%,32,86,,,,, 
2012,8,GBC,V,100:00,61,9/10,90%,17/32,53%,6/24,25%,33,51,,,,, 
2012,8,UBB,L,100:00,80,9/12,75%,28/52,54%,5/13,38%,41,93,,,,, 
2012,8,CJB,V,100:00,62,4/6,67%,20/42,48%,6/24,25%,28,56,,,,, 
2012,8,UCM,L,100:00,97,15/19,79%,26/41,63%,10/27,37%,28,109,,,,, 
2012,8,GC,V,100:00,99,10/15,67%,34/51,67%,7/17,41%,33,110,,,,, 
2012,8,CAN,L,100:00,69,15/15,100%,21/43,49%,4/20,20%,26,65,,,,, 
2012,8,VBC,V,100:00,73,12/17,71%,20/35,57%,7/22,32%,33,66,,,,, 
2012,8,CAI,L,100:00,86,16/23,70%,17/34,50%,12/22,55%,35,115,,,,, 
2012,8,CAJ,V,100:00,55,4/9,44%,21/43,49%,3/16,19%,27,31,,,,, 
2012,8,MCF,L,100:00,76,5/5,100%,28/52,54%,5/24,21%,44,69,,,,, 
2012,8,FCB,V,100:00,79,15/19,79%,23/44,52%,6/20,30%,34,97,,,,, 
2012,8,CLA,L,100:00,68,7/9,78%,17/33,52%,9/21,43%,29,70,,,,, 
2012,8,BSM,V,100:00,77,12/18,67%,22/43,51%,7/22,32%,34,88,,,,, 
2012,8,UNI,L,100:00,74,16/19,84%,17/32,53%,8/26,31%,30,61,,,,, 
2012,8,ASE,V,100:00,85,28/32,88%,15/29,52%,9/23,39%,33,103,,,,, 
2012,8,ASS,L,100:00,84,19/25,76%,19/38,50%,9/22,41%,32,76,,,,, 
2012,8,RMB,V,100:00,97,24/35,69%,20/31,65%,11/22,50%,27,116,,,,, 
2012,9,MCF,L,100:00,83,11/19,58%,21/40,53%,10/32,31%,36,79,,,,, 
2012,9,UBB,V,100:00,86,17/24,71%,24/43,56%,7/20,35%,41,100,,,,, 
2012,9,CAN,L,100:00,93,11/16,69%,26/42,62%,10/26,38%,31,98,,,,, 
2012,9,GBC,V,100:00,78,22/28,79%,19/36,53%,6/16,38%,28,68,,,,, 
2012,9,CAJ,L,100:00,63,14/16,88%,20/39,51%,3/15,20%,34,63,,,,, 
2012,9,RMB,V,100:00,71,12/17,71%,22/54,41%,5/14,36%,42,75,,,,, 
2012,9,UCM,L,100:00,87,12/15,80%,21/34,62%,11/26,42%,26,85,,,,, 
2012,9,BRV,V,100:00,81,15/19,79%,30/47,64%,2/12,17%,29,96,,,,, 
2012,9,CLA,L,100:00,90,20/21,95%,20/38,53%,10/20,50%,30,101,,,,, 
2012,9,UNI,V,100:00,79,14/19,74%,22/41,54%,7/19,37%,27,80,,,,, 
2012,9,CAI,L,100:00,77,12/14,86%,19/33,58%,9/24,38%,35,95,,,,, 
2012,9,CJB,V,100:00,57,10/14,71%,13/35,37%,7/25,28%,32,41,,,,, 
2012,9,BSM,L,100:00,76,11/13,85%,19/39,49%,9/22,41%,28,80,,,,, 
2012,9,GC,V,100:00,78,17/21,81%,20/33,61%,7/17,41%,28,86,,,,, 
2012,9,VBC,L,100:00,81,9/9,100%,21/44,48%,10/20,50%,31,84,,,,, 
2012,9,FCB,V,100:00,78,13/16,81%,19/34,56%,9/20,45%,27,86,,,,, 
2012,9,ASS,L,100:00,98,14/21,67%,15/26,58%,18/29,62%,22,103,,,,, 
2012,9,ASE,V,100:00,89,15/18,83%,22/40,55%,10/19,53%,31,95,,,,, 
2012,10,GC,L,100:00,65,13/20,65%,23/37,62%,2/15,13%,25,71,,,,, 
2012,10,VBC,V,100:00,79,6/7,86%,23/36,64%,9/22,41%,25,83,,,,, 
2012,10,UBB,L,100:00,83,7/9,78%,26/42,62%,8/19,42%,32,99,,,,, 
2012,10,ASS,V,100:00,63,11/15,73%,14/35,40%,8/23,35%,30,53,,,,, 
2012,10,ASE,L,100:00,89,17/19,89%,15/39,38%,14/26,54%,35,116,,,,, 
2012,10,BSM,V,100:00,66,8/10,80%,8/29,28%,14/31,45%,34,52,,,,, 
2012,10,BRV,L,100:00,102,20/27,74%,26/47,55%,10/26,38%,43,125,,,,, 
2012,10,MCF,V,100:00,104,17/25,68%,24/41,59%,13/30,43%,33,102,,,,, 
2012,10,RMB,L,100:00,94,17/21,81%,28/41,68%,7/18,39%,26,112,,,,, 
2012,10,CAI,V,100:00,79,9/10,90%,26/45,58%,6/18,33%,28,73,,,,, 
2012,10,CJB,L,100:00,92,21/22,95%,22/40,55%,9/27,33%,37,104,,,,, 
2012,10,CAN,V,100:00,81,20/22,91%,23/46,50%,5/14,36%,30,89,,,,, 
2012,10,GBC,L,100:00,69,14/20,70%,11/30,37%,11/26,42%,28,73,,,,, 
2012,10,CLA,V,100:00,71,9/14,64%,22/42,52%,6/20,30%,42,69,,,,, 
2012,10,UNI,L,100:00,85,18/22,82%,20/34,59%,9/17,53%,36,113,,,,, 
2012,10,UCM,V,100:00,58,9/14,64%,11/33,33%,9/30,30%,26,32,,,,, 
2012,10,FCB,L,100:00,78,19/25,76%,22/38,58%,5/15,33%,35,95,,,,, 
2012,10,CAJ,V,100:00,64,10/12,83%,21/49,43%,4/14,29%,26,47,,,,, 
2012,11,CJB,L,100:00,63,18/18,100%,18/38,47%,3/22,14%,32,61,,,,, 
2012,11,FCB,V,100:00,78,5/6,83%,23/40,58%,9/22,41%,34,78,,,,, 
2012,11,UBB,L,100:00,76,16/19,84%,18/32,56%,8/15,53%,26,80,,,,, 
2012,11,CAJ,V,100:00,79,15/25,60%,23/48,48%,6/17,35%,36,77,,,,, 
2012,11,ASS,L,100:00,75,26/36,72%,17/37,46%,5/21,24%,22,66,,,,, 
2012,11,CAI,V,100:00,82,11/15,73%,22/33,67%,9/23,39%,42,92,,,,, 
2012,11,MCF,L,100:00,65,16/22,73%,17/42,40%,5/26,19%,31,44,,,,, 
2012,11,CAN,V,100:00,73,14/19,74%,25/40,63%,3/15,20%,39,89,,,,, 
2012,11,BRV,L,100:00,74,5/9,56%,24/45,53%,7/16,44%,40,79,,,,, 
2012,11,VBC,V,100:00,66,8/10,80%,26/51,51%,2/22,9%,36,67,,,,, 
2012,11,GBC,L,100:00,72,15/20,75%,21/42,50%,5/20,25%,26,67,,,,, 
2012,11,GC,V,100:00,94,10/17,59%,24/36,67%,12/23,52%,33,103,,,,, 
2012,11,UNI,L,100:00,70,16/25,64%,21/38,55%,4/23,17%,36,73,,,,, 
2012,11,BSM,V,100:00,76,14/17,82%,19/34,56%,8/25,32%,34,84,,,,, 
2012,11,CLA,L,100:00,87,25/27,93%,19/39,49%,8/17,47%,36,100,,,,, 
2012,11,UCM,V,100:00,83,15/20,75%,16/33,48%,12/29,41%,28,83,,,,, 
2012,11,ASE,L,100:00,74,16/20,80%,17/44,39%,8/23,35%,30,65,,,,, 
2012,11,RMB,V,100:00,87,27/32,84%,15/27,56%,10/29,34%,41,93,,,,, 
2012,12,CAN,L,100:00,74,17/24,71%,15/40,38%,9/21,43%,33,82,,,,, 
2012,12,BRV,V,100:00,68,15/20,75%,19/39,49%,5/20,25%,38,62,,,,, 
2012,12,CAI,L,100:00,82,12/15,80%,17/34,50%,12/28,43%,37,93,,,,, 
2012,12,UNI,V,100:00,64,12/15,80%,20/43,47%,4/21,19%,36,60,,,,, 
2012,12,UCM,L,100:00,95,18/21,86%,19/34,56%,13/26,50%,34,105,,,,, 
2012,12,ASS,V,100:00,80,23/31,74%,21/35,60%,5/21,24%,30,83,,,,, 
2012,12,CLA,L,100:00,81,15/17,88%,18/31,58%,10/24,42%,27,78,,,,, 
2012,12,UBB,V,100:00,80,24/27,89%,19/32,59%,6/23,26%,28,94,,,,, 
2012,12,MCF,L,100:00,70,11/12,92%,13/38,34%,11/32,34%,37,62,,,,, 
2012,12,ASE,V,100:00,63,19/25,76%,19/33,58%,2/25,8%,46,66,,,,, 
2012,12,CAJ,L,100:00,73,14/17,82%,16/44,36%,9/14,64%,32,85,,,,, 
2012,12,GBC,V,100:00,57,9/16,56%,18/41,44%,4/13,31%,38,43,,,,, 
2012,12,VBC,L,100:00,107,25/31,81%,23/40,58%,12/23,52%,32,125,,,,, 
2012,12,CJB,V,100:00,75,25/31,81%,19/44,43%,4/15,27%,30,63,,,,, 
2012,12,BSM,L,100:00,87,14/20,70%,26/45,58%,7/18,39%,21,83,,,,, 
2012,12,RMB,V,100:00,97,23/28,82%,19/27,70%,12/27,44%,27,107,,,,, 
2012,12,GC,L,100:00,81,10/14,71%,22/39,56%,9/26,35%,31,88,,,,, 
2012,12,FCB,V,100:00,69,13/20,65%,16/35,46%,8/23,35%,37,70,,,,, 
2012,13,GBC,L,100:00,79,6/8,75%,17/34,50%,13/29,45%,32,78,,,,, 
2012,13,CAI,V,100:00,70,11/11,100%,19/44,43%,7/23,30%,42,73,,,,, 
2012,13,ASE,L,100:00,83,17/22,77%,18/36,50%,10/23,43%,30,87,,,,, 
2012,13,GC,V,100:00,75,11/15,73%,23/41,56%,6/19,32%,34,70,,,,, 
2012,13,BRV,L,100:00,71,15/16,94%,25/46,54%,2/14,14%,30,76,,,,, 
2012,13,CLA,V,100:00,93,10/11,91%,19/44,43%,15/27,56%,37,105,,,,, 
2012,13,UBB,L,100:00,98,15/16,94%,31/49,63%,7/22,32%,39,132,,,,, 
2012,13,UCM,V,100:00,75,10/11,91%,19/46,41%,9/26,35%,38,67,,,,, 
2012,13,FCB,L,100:00,54,9/12,75%,18/36,50%,3/22,14%,36,41,,,,, 
2012,13,BSM,V,100:00,62,11/14,79%,21/44,48%,3/15,20%,33,78,,,,, 
2012,13,CJB,L,100:00,84,15/19,79%,21/34,62%,9/26,35%,39,93,,,,, 
2012,13,CAJ,V,100:00,82,12/14,86%,23/49,47%,8/19,42%,29,81,,,,, 
2012,13,UNI,L,100:00,88,8/15,53%,22/42,52%,12/25,48%,30,90,,,,, 
2012,13,CAN,V,100:00,67,23/23,100%,16/30,53%,4/20,20%,30,68,,,,, 
2012,13,RMB,L,100:00,87,23/34,68%,23/38,61%,6/21,29%,36,94,,,,, 
2012,13,VBC,V,100:00,84,20/21,95%,17/34,50%,10/22,45%,22,79,,,,, 
2012,13,ASS,L,100:00,74,17/24,71%,18/36,50%,7/22,32%,40,79,,,,, 
2012,13,MCF,V,100:00,66,15/18,83%,15/37,41%,7/26,27%,37,68,,,,, 
2012,14,UBB,L,100:00,81,12/19,63%,21/35,60%,9/17,53%,33,101,,,,, 
2012,14,BSM,V,100:00,70,16/17,94%,18/44,41%,6/21,29%,34,64,,,,, 
2012,14,GBC,L,100:00,71,8/14,57%,21/41,51%,7/16,44%,34,57,,,,, 
2012,14,RMB,V,100:00,85,17/22,77%,16/34,47%,12/29,41%,29,98,,,,, 
2012,14,CJB,L,100:00,96,20/23,87%,23/44,52%,10/33,30%,39,110,,,,, 
2012,14,ASE,V,100:00,75,13/15,87%,22/45,49%,6/22,27%,39,77,,,,, 
2012,14,UCM,L,100:00,77,19/24,79%,17/31,55%,8/26,31%,30,82,,,,, 
2012,14,CAI,V,100:00,75,10/17,59%,19/34,56%,9/22,41%,32,77,,,,, 
2012,14,BRV,L,100:00,73,12/13,92%,23/45,51%,5/19,26%,34,80,,,,, 
2012,14,GC,V,100:00,84,16/18,89%,25/49,51%,6/16,38%,36,93,,,,, 
2012,14,UNI,L,100:00,71,6/10,60%,25/55,45%,5/18,28%,38,70,,,,, 
2012,14,FCB,V,100:00,69,15/19,79%,21/39,54%,4/27,15%,43,76,,,,, 
2012,14,MCF,L,100:00,82,10/16,63%,15/27,56%,14/32,44%,33,98,,,,, 
2012,14,CAJ,V,100:00,78,8/12,67%,20/39,51%,10/26,38%,37,80,,,,, 
2012,14,CLA,L,100:00,81,14/15,93%,23/48,48%,7/20,35%,40,94,,,,, 
2012,14,CAN,V,100:00,62,22/24,92%,14/29,48%,4/24,17%,29,53,,,,, 
2012,14,ASS,L,100:00,86,33/45,73%,19/29,66%,5/20,25%,31,101,,,,, 
2012,14,VBC,V,100:00,87,26/31,84%,23/47,49%,5/19,26%,37,86,,,,, 
2012,15,CAN,L,100:00,81,15/17,88%,21/51,41%,8/22,36%,43,90,,,,, 
2012,15,ASS,V,100:00,78,10/11,91%,16/35,46%,12/25,48%,31,78,,,,, 
2012,15,BSM,L,100:00,71,14/16,88%,18/32,56%,7/19,37%,26,86,,,,, 
2012,15,GBC,V,100:00,60,11/12,92%,17/35,49%,5/20,25%,21,45,,,,, 
2012,15,VBC,L,100:00,82,16/19,84%,21/46,46%,8/20,40%,38,92,,,,, 
2012,15,UNI,V,100:00,64,13/18,72%,18/44,41%,5/18,28%,37,60,,,,, 
2012,15,CLA,L,100:00,84,11/12,92%,20/33,61%,11/28,39%,27,94,,,,, 
2012,15,MCF,V,100:00,77,13/20,65%,17/33,52%,10/20,50%,25,73,,,,, 
2012,15,CAI,L,100:00,81,12/13,92%,24/39,62%,7/23,30%,32,100,,,,, 
2012,15,UBB,V,100:00,74,7/10,70%,20/39,51%,9/25,36%,34,77,,,,, 
2012,15,CAJ,L,100:00,94,10/11,91%,21/47,45%,14/27,52%,43,117,,,,, 
2012,15,BRV,V,100:00,57,4/6,67%,22/41,54%,3/11,27%,24,61,,,,, 
2012,15,UCM,L,100:00,68,17/19,89%,15/25,60%,7/30,23%,30,64,,,,, 
2012,15,ASE,V,100:00,91,17/20,85%,19/40,48%,12/23,52%,35,107,,,,, 
2012,15,GC,L,100:00,80,15/18,83%,22/45,49%,7/18,39%,41,105,,,,, 
2012,15,CJB,V,100:00,50,11/12,92%,12/43,28%,5/21,24%,39,39,,,,, 
2012,15,FCB,L,100:00,96,14/15,93%,23/40,58%,12/21,57%,31,105,,,,, 
2012,15,RMB,V,100:00,89,14/20,70%,24/41,59%,9/24,38%,24,92,,,,, 
2012,16,CAI,L,100:00,79,19/24,79%,18/39,46%,8/24,33%,36,88,,,,, 
2012,16,MCF,V,100:00,74,14/17,82%,21/39,54%,6/29,21%,39,72,,,,, 
2012,16,CAN,L,100:00,80,20/30,67%,18/31,58%,8/22,36%,37,101,,,,, 
2012,16,UCM,V,100:00,68,22/23,96%,17/40,43%,4/23,17%,30,52,,,,, 
2012,16,FCB,L,100:00,98,19/23,83%,29/44,66%,7/16,44%,41,131,,,,, 
2012,16,GBC,V,100:00,50,11/17,65%,18/42,43%,1/12,8%,21,22,,,,, 
2012,16,RMB,L,100:00,88,12/20,60%,26/42,62%,8/20,40%,30,106,,,,, 
2012,16,CJB,V,100:00,77,18/25,72%,22/36,61%,5/16,31%,26,76,,,,, 
2012,16,VBC,L,100:00,113,43/47,91%,20/28,71%,10/23,43%,23,120,,,,, 
2012,16,UBB,V,100:00,111,27/40,68%,27/43,63%,10/20,50%,25,112,,,,, 
2012,16,BSM,L,100:00,89,5/7,71%,27/45,60%,10/21,48%,37,124,,,,, 
2012,16,BRV,V,100:00,56,6/8,75%,13/35,37%,8/25,32%,30,48,,,,, 
2012,16,ASE,L,100:00,68,12/15,80%,19/44,43%,6/23,26%,30,67,,,,, 
2012,16,CLA,V,100:00,72,10/12,83%,16/37,43%,10/24,42%,45,72,,,,, 
2012,16,CAJ,L,100:00,67,17/20,85%,16/40,40%,6/17,35%,36,79,,,,, 
2012,16,ASS,V,100:00,60,5/10,50%,17/35,49%,7/23,30%,32,54,,,,, 
2012,16,GC,L,100:00,70,12/19,63%,17/37,46%,8/20,40%,41,68,,,,, 
