Temporada,Jornada,Equipo,LoV,Minutos,Puntos,T1,%T1,T2,%T2,T3,%T3,T,Valoración,Puntos_1C,Puntos_2C,Puntos_2C,Puntos_3C,Puntos_PR
2001,2,CAN,V,100:00,68,12/17,71%,19/41,46%,6/10,60%,21,54,,,,, 
2001,3,CAN,L,100:00,70,18/26,69%,23/42,55%,2/13,15%,17,43,,,,, 
2001,3,UNI,V,100:00,91,25/32,78%,21/36,58%,8/21,38%,44,109,,,,, 
2001,3,PAM,L,100:00,74,14/24,58%,21/44,48%,6/9,67%,32,91,,,,, 
2001,3,EST,V,100:00,71,10/18,56%,17/46,37%,9/22,41%,43,59,,,,, 
2001,3,GIJ,L,100:00,80,23/36,64%,15/36,42%,9/22,41%,38,69,,,,, 
2001,3,RMB,V,100:00,84,26/33,79%,23/52,44%,4/19,21%,47,91,,,,, 
2001,3,FOR,L,100:00,96,8/11,73%,32/47,68%,8/15,53%,33,116,,,,, 
2001,3,BRE,V,100:00,71,18/28,64%,22/54,41%,3/13,23%,31,62,,,,, 
2001,3,FCB,L,100:00,88,24/35,69%,23/37,62%,6/23,26%,39,109,,,,, 
2001,3,GRA,V,100:00,77,14/20,70%,24/54,44%,5/20,25%,39,56,,,,, 
2001,3,FUE,L,100:00,87,17/23,74%,20/40,50%,10/25,40%,31,83,,,,, 
2001,3,GIR,V,100:00,75,17/24,71%,23/46,50%,4/14,29%,33,62,,,,, 
2001,3,CAC,L,100:00,69,17/20,85%,23/45,51%,2/10,20%,32,71,,,,, 
2001,3,CSF,V,100:00,68,18/23,78%,13/28,46%,8/25,32%,30,57,,,,, 
2001,3,TAU,L,100:00,87,12/16,75%,27/47,57%,7/29,24%,32,75,,,,, 
2001,3,LLE,V,100:00,89,24/30,80%,25/42,60%,5/9,56%,32,108,,,,, 
2001,3,GCA,L,100:00,88,15/18,83%,26/53,49%,7/21,33%,37,81,,,,, 
2001,3,DKV,V,100:00,91,24/35,69%,26/54,48%,5/8,63%,39,106,,,,, 
2001,4,EST,L,100:00,70,19/25,76%,18/47,38%,5/18,28%,45,73,,,,, 
2001,4,FOR,V,100:00,71,17/22,77%,15/41,37%,8/22,36%,39,69,,,,, 
2001,4,RMB,L,100:00,63,16/22,73%,16/37,43%,5/23,22%,42,76,,,,, 
2001,4,TAU,V,100:00,71,21/31,68%,19/50,38%,4/15,27%,39,59,,,,, 
2001,4,CSF,L,100:00,74,20/30,67%,24/47,51%,2/14,14%,37,80,,,,, 
2001,4,FUE,V,100:00,60,17/26,65%,11/27,41%,7/22,32%,34,49,,,,, 
2001,4,BRE,L,100:00,93,29/42,69%,23/42,55%,6/11,55%,38,95,,,,, 
2001,4,GIJ,V,100:00,91,27/32,84%,23/46,50%,6/16,38%,25,80,,,,, 
2001,4,LLE,L,100:00,89,19/34,56%,26/35,74%,6/18,33%,24,101,,,,, 
2001,4,GCA,V,100:00,86,9/15,60%,31/54,57%,5/16,31%,38,59,,,,, 
2001,4,GIR,L,100:00,81,23/26,88%,26/46,57%,2/14,14%,29,85,,,,, 
2001,4,FCB,V,100:00,96,14/23,61%,32/46,70%,6/17,35%,33,102,,,,, 
2001,4,GRA,L,100:00,90,22/30,73%,19/38,50%,10/21,48%,37,97,,,,, 
2001,4,PAM,V,100:00,88,10/11,91%,24/46,52%,10/21,48%,26,91,,,,, 
2001,4,DKV,L,100:00,89,25/28,89%,23/47,49%,6/17,35%,40,104,,,,, 
2001,4,CAN,V,100:00,75,11/18,61%,26/48,54%,4/21,19%,36,54,,,,, 
2001,4,UNI,L,100:00,94,21/28,75%,26/43,60%,7/15,47%,48,128,,,,, 
2001,4,CAC,V,100:00,60,9/15,60%,18/46,39%,5/13,38%,19,37,,,,, 
2001,5,CAN,L,100:00,72,6/11,55%,21/36,58%,8/19,42%,21,60,,,,, 
2001,5,BRE,V,100:00,80,20/25,80%,21/40,53%,6/18,33%,36,98,,,,, 
2001,5,CAC,L,100:00,79,20/22,91%,22/45,49%,5/15,33%,43,98,,,,, 
2001,5,GCA,V,100:00,62,9/21,43%,16/38,42%,7/26,27%,33,40,,,,, 
2001,5,PAM,L,100:00,72,11/18,61%,23/47,49%,5/14,36%,27,64,,,,, 
2001,5,RMB,V,100:00,82,24/30,80%,17/33,52%,8/18,44%,33,99,,,,, 
2001,5,FOR,L,100:00,102,16/20,80%,25/47,53%,12/20,60%,41,124,,,,, 
2001,5,LLE,V,100:00,80,9/14,64%,22/49,45%,9/21,43%,26,73,,,,, 
2001,5,EST,L,100:00,82,18/19,95%,20/48,42%,8/22,36%,45,81,,,,, 
2001,5,DKV,V,100:00,78,27/37,73%,18/44,41%,5/16,31%,43,94,,,,, 
2001,5,FCB,L,100:00,89,21/29,72%,25/42,60%,6/22,27%,45,108,,,,, 
2001,5,GIJ,V,100:00,71,14/20,70%,24/48,50%,3/15,20%,26,54,,,,, 
2001,5,GRA,L,100:00,68,20/25,80%,21/53,40%,2/16,13%,36,59,,,,, 
2001,5,UNI,V,100:00,84,23/32,72%,23/48,48%,5/18,28%,47,94,,,,, 
2001,5,FUE,L,100:00,65,13/20,65%,14/33,42%,8/22,36%,28,40,,,,, 
2001,5,TAU,V,100:00,84,15/25,60%,27/43,63%,5/18,28%,37,95,,,,, 
2001,5,GIR,L,100:00,88,28/38,74%,21/45,47%,6/18,33%,34,103,,,,, 
2001,5,CSF,V,100:00,82,19/22,86%,21/29,72%,7/19,37%,25,70,,,,, 
2001,6,RMB,L,100:00,97,25/34,74%,24/37,65%,8/23,35%,41,120,,,,, 
2001,6,FCB,V,100:00,76,16/29,55%,18/40,45%,8/24,33%,31,69,,,,, 
2001,6,GIJ,L,100:00,75,10/16,63%,28/54,52%,3/16,19%,33,69,,,,, 
2001,6,FUE,V,100:00,83,21/26,81%,22/38,58%,6/18,33%,40,92,,,,, 
2001,6,BRE,L,100:00,64,8/13,62%,22/44,50%,4/16,25%,28,44,,,,, 
2001,6,GIR,V,100:00,83,16/20,80%,17/36,47%,11/21,52%,36,95,,,,, 
2001,6,LLE,L,100:00,68,19/27,70%,17/40,43%,5/18,28%,29,51,,,,, 
2001,6,PAM,V,100:00,88,11/21,52%,31/51,61%,5/15,33%,44,95,,,,, 
2001,6,CSF,L,100:00,100,18/27,67%,20/36,56%,14/29,48%,36,104,,,,, 
2001,6,GRA,V,100:00,96,17/25,68%,20/35,57%,13/26,50%,30,94,,,,, 
2001,6,UNI,L,100:00,75,19/28,68%,19/33,58%,6/16,38%,39,76,,,,, 
2001,6,EST,V,100:00,73,17/22,77%,25/52,48%,2/15,13%,28,61,,,,, 
2001,6,DKV,L,100:00,89,27/36,75%,22/39,56%,6/15,40%,32,101,,,,, 
2001,6,FOR,V,100:00,81,15/26,58%,24/50,48%,6/17,35%,34,78,,,,, 
2001,6,GCA,L,100:00,83,5/10,50%,30/48,63%,6/23,26%,36,96,,,,, 
2001,6,CAN,V,100:00,71,14/20,70%,24/46,52%,3/18,17%,38,70,,,,, 
2001,6,TAU,L,100:00,117,21/29,72%,36/54,67%,8/14,57%,35,155,,,,, 
2001,6,CAC,V,100:00,70,11/14,79%,25/52,48%,3/9,33%,25,48,,,,, 
2001,7,CAC,L,100:00,104,20/29,69%,27/43,63%,10/17,59%,34,116,,,,, 
2001,7,CAN,V,100:00,87,15/19,79%,30/58,52%,4/10,40%,25,73,,,,, 
2001,7,CSF,L,100:00,77,19/27,70%,17/33,52%,8/24,33%,28,79,,,,, 
2001,7,BRE,V,100:00,73,13/23,57%,21/35,60%,6/14,43%,30,64,,,,, 
2001,7,EST,L,100:00,64,19/24,79%,18/41,44%,3/18,17%,38,60,,,,, 
2001,7,LLE,V,100:00,70,18/26,69%,20/37,54%,4/24,17%,42,73,,,,, 
2001,7,FCB,L,100:00,100,17/24,71%,25/41,61%,11/23,48%,29,113,,,,, 
2001,7,TAU,V,100:00,84,14/27,52%,29/55,53%,4/10,40%,38,85,,,,, 
2001,7,FUE,L,100:00,97,21/23,91%,20/40,50%,12/26,46%,38,109,,,,, 
2001,7,GCA,V,100:00,77,17/25,68%,21/39,54%,6/18,33%,26,76,,,,, 
2001,7,GRA,L,100:00,110,26/32,81%,27/46,59%,10/28,36%,33,125,,,,, 
2001,7,DKV,V,100:00,97,22/27,81%,30/45,67%,5/19,26%,33,98,,,,, 
2001,7,GIR,L,100:00,77,17/21,81%,21/46,46%,6/16,38%,29,75,,,,, 
2001,7,UNI,V,100:00,102,4/7,57%,31/40,78%,12/27,44%,33,113,,,,, 
2001,7,PAM,L,100:00,75,18/26,69%,21/40,53%,5/15,33%,38,87,,,,, 
2001,7,GIJ,V,100:00,68,15/22,68%,19/42,45%,5/19,26%,32,63,,,,, 
2001,7,FOR,L,100:00,62,17/21,81%,15/39,38%,5/12,42%,36,60,,,,, 
2001,7,RMB,V,100:00,64,11/20,55%,19/40,48%,5/17,29%,35,57,,,,, 
2001,8,CAN,L,100:00,80,12/15,80%,25/47,53%,6/17,35%,31,81,,,,, 
2001,8,FUE,V,100:00,83,16/27,59%,23/35,66%,7/18,39%,29,91,,,,, 
2001,8,GCA,L,100:00,99,10/11,91%,25/38,66%,13/24,54%,29,99,,,,, 
2001,8,FCB,V,100:00,83,23/31,74%,15/35,43%,10/21,48%,30,97,,,,, 
2001,8,RMB,L,100:00,82,26/44,59%,19/41,46%,6/25,24%,39,87,,,,, 
2001,8,EST,V,100:00,80,16/37,43%,26/52,50%,4/16,25%,55,64,,,,, 
2001,8,BRE,L,100:00,82,18/28,64%,26/43,60%,4/15,27%,36,83,,,,, 
2001,8,CAC,V,100:00,74,20/24,83%,18/38,47%,6/14,43%,21,60,,,,, 
2001,8,GIJ,L,100:00,75,12/17,71%,21/55,38%,7/19,37%,36,68,,,,, 
2001,8,FOR,V,100:00,81,14/20,70%,20/38,53%,9/17,53%,42,87,,,,, 
2001,8,LLE,L,100:00,98,17/21,81%,27/41,66%,9/29,31%,42,115,,,,, 
2001,8,GRA,V,100:00,82,16/23,70%,21/45,47%,8/20,40%,32,62,,,,, 
2001,8,DKV,L,100:00,87,20/34,59%,26/49,53%,5/15,33%,43,107,,,,, 
2001,8,GIR,V,100:00,81,9/21,43%,18/39,46%,12/28,43%,36,62,,,,, 
2001,8,UNI,L,100:00,79,12/15,80%,23/41,56%,7/20,35%,37,100,,,,, 
2001,8,CSF,V,100:00,62,2/7,29%,21/35,60%,6/20,30%,23,45,,,,, 
2001,8,TAU,L,100:00,89,20/27,74%,27/53,51%,5/15,33%,36,107,,,,, 
2001,8,PAM,V,100:00,78,21/26,81%,18/35,51%,7/18,39%,30,69,,,,, 
2001,9,GRA,L,100:00,86,9/15,60%,22/40,55%,11/35,31%,26,78,,,,, 
2001,9,RMB,V,100:00,98,15/17,88%,25/38,66%,11/23,48%,38,113,,,,, 
2001,9,EST,L,100:00,84,20/30,67%,26/51,51%,4/17,24%,51,114,,,,, 
2001,9,GIJ,V,100:00,68,10/13,77%,17/48,35%,8/15,53%,33,43,,,,, 
2001,9,FOR,L,100:00,77,13/25,52%,23/42,55%,6/18,33%,37,68,,,,, 
2001,9,TAU,V,100:00,86,26/35,74%,21/42,50%,6/14,43%,34,100,,,,, 
2001,9,FUE,L,100:00,107,17/29,59%,30/55,55%,10/26,38%,39,113,,,,, 
2001,9,CAC,V,100:00,91,22/31,71%,21/47,45%,9/15,60%,42,93,,,,, 
2001,9,GIR,L,100:00,77,13/17,76%,23/51,45%,6/19,32%,40,68,,,,, 
2001,9,LLE,V,100:00,81,15/22,68%,24/46,52%,6/18,33%,39,83,,,,, 
2001,9,PAM,L,100:00,89,14/20,70%,30/43,70%,5/13,38%,31,122,,,,, 
2001,9,GCA,V,100:00,87,9/14,64%,24/43,56%,10/24,42%,26,88,,,,, 
2001,9,CSF,L,100:00,80,12/16,75%,19/42,45%,10/28,36%,33,72,,,,, 
2001,9,DKV,V,100:00,75,24/32,75%,15/26,58%,7/18,39%,34,88,,,,, 
2001,9,UNI,L,100:00,75,19/23,83%,19/38,50%,6/18,33%,28,85,,,,, 
2001,9,BRE,V,100:00,63,17/24,71%,17/40,43%,4/7,57%,30,53,,,,, 
2001,9,FCB,L,100:00,101,17/23,74%,30/46,65%,8/21,38%,38,132,,,,, 
2001,9,CAN,V,100:00,71,13/18,72%,20/44,45%,6/13,46%,24,47,,,,, 
2001,10,FUE,L,100:00,95,31/37,84%,20/39,51%,8/15,53%,34,115,,,,, 
2001,10,BRE,V,100:00,78,17/24,71%,26/53,49%,3/14,21%,32,61,,,,, 
2001,10,GCA,L,100:00,85,20/33,61%,25/44,57%,5/13,38%,43,104,,,,, 
2001,10,FOR,V,100:00,66,15/27,56%,18/48,38%,5/20,25%,42,39,,,,, 
2001,10,TAU,L,100:00,84,12/19,63%,30/55,55%,4/12,33%,40,88,,,,, 
2001,10,EST,V,100:00,56,21/30,70%,16/41,39%,1/15,7%,34,34,,,,, 
2001,10,GIJ,L,100:00,62,13/20,65%,14/40,35%,7/21,33%,37,53,,,,, 
2001,10,GRA,V,100:00,72,18/20,90%,21/49,43%,4/17,24%,47,75,,,,, 
2001,10,LLE,L,100:00,52,8/17,47%,19/41,46%,2/20,10%,37,45,,,,, 
2001,10,CSF,V,100:00,76,15/25,60%,20/41,49%,7/23,30%,44,69,,,,, 
2001,10,CAC,L,100:00,89,21/25,84%,22/42,52%,8/17,47%,30,77,,,,, 
2001,10,FCB,V,100:00,103,27/38,71%,26/49,53%,8/18,44%,36,113,,,,, 
2001,10,CAN,L,100:00,70,8/15,53%,22/51,43%,6/19,32%,33,57,,,,, 
2001,10,PAM,V,100:00,72,17/26,65%,20/47,43%,5/10,50%,47,86,,,,, 
2001,10,RMB,L,100:00,88,17/22,77%,19/29,66%,11/24,46%,43,105,,,,, 
2001,10,GIR,V,100:00,73,16/20,80%,21/50,42%,5/22,23%,26,54,,,,, 
2001,10,DKV,L,100:00,84,22/34,65%,22/37,59%,6/15,40%,32,94,,,,, 
2001,10,UNI,V,100:00,73,8/14,57%,22/49,45%,7/23,30%,32,50,,,,, 
2001,11,GRA,L,100:00,85,13/20,65%,24/38,63%,8/25,32%,36,91,,,,, 
2001,11,CAN,V,100:00,87,23/35,66%,20/42,48%,8/26,31%,42,90,,,,, 
2001,11,UNI,L,100:00,101,29/40,73%,24/55,44%,8/21,38%,46,100,,,,, 
2001,11,GIJ,V,100:00,100,29/39,74%,28/48,58%,5/13,38%,33,106,,,,, 
2001,11,EST,L,100:00,120,24/31,77%,30/43,70%,12/25,48%,31,138,,,,, 
2001,11,CAC,V,100:00,104,20/27,74%,33/56,59%,6/16,38%,35,99,,,,, 
2001,11,FOR,L,100:00,90,14/19,74%,29/54,54%,6/12,50%,40,95,,,,, 
2001,11,FUE,V,100:00,88,11/23,48%,19/32,59%,13/30,43%,29,92,,,,, 
2001,11,PAM,L,100:00,70,19/29,66%,12/40,30%,9/19,47%,36,67,,,,, 
2001,11,FCB,V,100:00,79,20/27,74%,19/39,49%,7/22,32%,38,81,,,,, 
2001,11,BRE,L,100:00,89,22/29,76%,23/45,51%,7/12,58%,43,96,,,,, 
2001,11,LLE,V,100:00,75,15/25,60%,21/43,49%,6/26,23%,32,62,,,,, 
2001,11,CSF,L,100:00,74,10/12,83%,14/39,36%,12/29,41%,27,62,,,,, 
2001,11,TAU,V,100:00,92,19/24,79%,26/44,59%,7/15,47%,36,108,,,,, 
2001,11,GIR,L,100:00,76,18/26,69%,17/44,39%,8/22,36%,37,68,,,,, 
2001,11,GCA,V,100:00,65,15/20,75%,19/40,48%,4/17,24%,42,59,,,,, 
2001,11,DKV,L,100:00,96,28/40,70%,22/39,56%,8/14,57%,26,117,,,,, 
2001,11,RMB,V,100:00,91,13/22,59%,24/35,69%,10/23,43%,25,79,,,,, 
2001,12,CAC,L,100:00,77,21/25,84%,19/38,50%,6/22,27%,35,82,,,,, 
2001,12,FOR,V,100:00,73,12/18,67%,23/45,51%,5/23,22%,43,68,,,,, 
2001,12,CAN,L,100:00,84,16/22,73%,25/47,53%,6/16,38%,28,79,,,,, 
2001,12,EST,V,100:00,97,30/31,97%,26/47,55%,5/15,33%,38,116,,,,, 
2001,12,TAU,L,100:00,98,11/16,69%,33/42,79%,7/17,41%,38,119,,,,, 
2001,12,GIR,V,100:00,74,8/16,50%,21/40,53%,8/26,31%,19,67,,,,, 
2001,12,RMB,L,100:00,62,25/36,69%,17/38,45%,1/6,17%,32,61,,,,, 
2001,12,UNI,V,100:00,60,14/24,58%,14/40,35%,6/19,32%,36,33,,,,, 
2001,12,GCA,L,100:00,90,20/21,95%,26/43,60%,6/20,30%,32,107,,,,, 
2001,12,GRA,V,100:00,76,17/27,63%,22/39,56%,5/19,26%,34,74,,,,, 
2001,12,FUE,L,100:00,68,11/13,85%,15/35,43%,9/32,28%,34,48,,,,, 
2001,12,PAM,V,100:00,74,22/31,71%,17/41,41%,6/13,46%,42,80,,,,, 
2001,12,FCB,L,100:00,72,16/26,62%,22/36,61%,4/19,21%,25,79,,,,, 
2001,12,BRE,V,100:00,67,10/14,71%,21/42,50%,5/18,28%,35,58,,,,, 
2001,12,GIJ,L,100:00,74,26/31,84%,15/36,42%,6/15,40%,33,70,,,,, 
2001,12,CSF,V,100:00,81,19/25,76%,19/42,45%,8/22,36%,38,87,,,,, 
2001,12,LLE,L,100:00,90,19/33,58%,28/39,72%,5/24,21%,21,70,,,,, 
2001,12,DKV,V,100:00,100,29/38,76%,25/45,56%,7/15,47%,41,99,,,,, 
2001,13,CSF,L,100:00,72,18/21,86%,15/34,44%,8/30,27%,43,77,,,,, 
2001,13,RMB,V,100:00,65,11/17,65%,21/37,57%,4/19,21%,30,67,,,,, 
2001,13,EST,L,100:00,99,14/24,58%,26/40,65%,11/22,50%,32,124,,,,, 
2001,13,GCA,V,100:00,66,11/21,52%,17/43,40%,7/18,39%,33,41,,,,, 
2001,13,FOR,L,100:00,93,25/32,78%,25/42,60%,6/19,32%,38,105,,,,, 
2001,13,CAN,V,100:00,85,19/27,70%,18/48,38%,10/19,53%,33,72,,,,, 
2001,13,BRE,L,100:00,80,16/18,89%,20/41,49%,8/18,44%,35,73,,,,, 
2001,13,DKV,V,100:00,79,15/25,60%,23/38,61%,6/13,46%,21,84,,,,, 
2001,13,GIR,L,100:00,78,14/21,67%,29/62,47%,2/9,22%,54,84,,,,, 
2001,13,GIJ,V,100:00,62,19/27,70%,17/39,44%,3/20,15%,35,52,,,,, 
2001,13,PAM,L,100:00,94,21/32,66%,26/50,52%,7/16,44%,47,126,,,,, 
2001,13,CAC,V,100:00,67,13/18,72%,18/41,44%,6/18,33%,27,51,,,,, 
2001,13,FCB,L,100:00,82,23/32,72%,19/33,58%,7/23,30%,27,91,,,,, 
2001,13,FUE,V,100:00,59,15/20,75%,16/38,42%,4/18,22%,36,38,,,,, 
2001,13,UNI,L,100:00,84,25/35,71%,22/55,40%,5/13,38%,45,88,,,,, 
2001,13,LLE,V,100:00,88,16/29,55%,21/35,60%,10/21,48%,29,90,,,,, 
2001,13,GRA,L,100:00,80,11/19,58%,30/51,59%,3/13,23%,31,77,,,,, 
2001,13,TAU,V,100:00,88,18/25,72%,26/45,58%,6/17,35%,32,97,,,,, 
2001,14,DKV,L,100:00,86,23/29,79%,27/50,54%,3/11,27%,29,91,,,,, 
2001,14,TAU,V,100:00,88,25/37,68%,21/42,50%,7/16,44%,34,83,,,,, 
2001,14,CSF,L,100:00,92,21/28,75%,19/32,59%,11/26,42%,35,120,,,,, 
2001,14,CAN,V,100:00,68,14/19,74%,24/47,51%,2/13,15%,30,52,,,,, 
2001,14,GIR,L,100:00,75,22/32,69%,25/54,46%,1/10,10%,44,88,,,,, 
2001,14,CAC,V,100:00,68,9/15,60%,19/41,46%,7/20,35%,34,45,,,,, 
2001,14,EST,L,100:00,81,23/34,68%,20/41,49%,6/21,29%,44,72,,,,, 
2001,14,FCB,V,100:00,93,26/34,76%,14/31,45%,13/31,42%,39,97,,,,, 
2001,14,BRE,L,100:00,81,20/27,74%,20/47,43%,7/17,41%,37,79,,,,, 
2001,14,RMB,V,100:00,73,17/26,65%,19/42,45%,6/19,32%,38,75,,,,, 
2001,14,LLE,L,100:00,79,23/36,64%,22/43,51%,4/16,25%,39,80,,,,, 
2001,14,GIJ,V,100:00,70,14/28,50%,22/43,51%,4/13,31%,33,52,,,,, 
2001,14,FOR,L,100:00,63,7/12,58%,22/45,49%,4/22,18%,33,54,,,,, 
2001,14,PAM,V,100:00,71,11/16,69%,21/39,54%,6/18,33%,35,74,,,,, 
2001,14,UNI,L,100:00,87,22/32,69%,25/51,49%,5/18,28%,36,88,,,,, 
2001,14,GCA,V,100:00,82,19/20,95%,24/45,53%,5/11,45%,31,85,,,,, 
2001,14,GRA,L,100:00,86,14/18,78%,24/42,57%,8/28,29%,39,85,,,,, 
2001,14,FUE,V,100:00,98,23/30,77%,15/35,43%,15/31,48%,35,109,,,,, 
2001,15,PAM,L,100:00,67,11/16,69%,28/47,60%,0/11,0%,33,82,,,,, 
2001,15,BRE,V,100:00,49,14/22,64%,16/37,43%,1/12,8%,30,40,,,,, 
2001,15,TAU,L,100:00,70,20/25,80%,19/46,41%,4/14,29%,28,56,,,,, 
2001,15,UNI,V,100:00,81,26/35,74%,14/29,48%,9/18,50%,33,84,,,,, 
2001,15,RMB,L,100:00,99,23/27,85%,26/42,62%,8/17,47%,35,111,,,,, 
2001,15,LLE,V,100:00,83,16/19,84%,20/36,56%,9/24,38%,20,72,,,,, 
2001,15,FCB,L,100:00,103,29/35,83%,19/33,58%,12/25,48%,31,127,,,,, 
2001,15,FOR,V,100:00,88,17/23,74%,22/51,43%,9/17,53%,34,83,,,,, 
2001,15,FUE,L,100:00,75,21/29,72%,18/36,50%,6/27,22%,29,63,,,,, 
2001,15,EST,V,100:00,86,15/30,50%,25/43,58%,7/21,33%,44,85,,,,, 
2001,15,CAC,L,100:00,70,19/24,79%,21/49,43%,3/19,16%,37,60,,,,, 
2001,15,GRA,V,100:00,90,21/28,75%,24/47,51%,7/11,64%,40,105,,,,, 
2001,15,CAN,L,100:00,66,12/20,60%,24/46,52%,2/19,11%,33,63,,,,, 
2001,15,GIR,V,100:00,75,9/12,75%,27/43,63%,4/16,25%,38,82,,,,, 
2001,15,GCA,L,100:00,71,9/14,64%,16/40,40%,10/23,43%,33,64,,,,, 
2001,15,CSF,V,100:00,83,16/19,84%,17/37,46%,11/26,42%,38,95,,,,, 
2001,15,GIJ,L,100:00,93,17/21,81%,20/38,53%,12/22,55%,35,108,,,,, 
2001,15,DKV,V,100:00,79,21/26,81%,23/51,45%,4/14,29%,34,71,,,,, 
2001,16,GIJ,L,100:00,104,28/41,68%,23/43,53%,10/21,48%,45,122,,,,, 
2001,16,GCA,V,100:00,77,19/24,79%,23/45,51%,4/17,24%,31,63,,,,, 
2001,16,UNI,L,100:00,82,27/38,71%,20/39,51%,5/19,26%,34,83,,,,, 
2001,16,FCB,V,100:00,97,21/26,81%,23/41,56%,10/23,43%,30,104,,,,, 
2001,16,BRE,L,100:00,67,9/13,69%,23/39,59%,4/11,36%,26,61,,,,, 
2001,16,TAU,V,100:00,74,14/18,78%,18/34,53%,8/17,47%,22,78,,,,, 
2001,16,LLE,L,100:00,76,11/19,58%,16/29,55%,11/26,42%,38,71,,,,, 
2001,16,CAC,V,100:00,85,20/32,63%,22/43,51%,7/16,44%,28,71,,,,, 
2001,16,RMB,L,100:00,91,20/24,83%,25/40,63%,7/17,41%,37,113,,,,, 
2001,16,CAN,V,100:00,64,9/13,69%,20/46,43%,5/18,28%,27,34,,,,, 
2001,16,GIR,L,100:00,64,11/22,50%,19/41,46%,5/23,22%,39,52,,,,, 
2001,16,FOR,V,100:00,66,22/29,76%,10/24,42%,8/22,36%,36,57,,,,, 
2001,16,GRA,L,100:00,96,25/33,76%,25/48,52%,7/19,37%,38,99,,,,, 
2001,16,EST,V,100:00,108,26/31,84%,26/51,51%,10/31,32%,49,115,,,,, 
2001,16,DKV,L,100:00,91,18/28,64%,26/42,62%,7/19,37%,43,106,,,,, 
2001,16,FUE,V,100:00,74,14/20,70%,18/42,43%,8/29,28%,33,62,,,,, 
2001,16,CSF,L,100:00,88,21/32,66%,23/40,58%,7/27,26%,36,76,,,,, 
