Temporada,Jornada,Equipo,LoV,Minutos,Puntos,T1,%T1,T2,%T2,T3,%T3,T,Valoración,Puntos_1C,Puntos_2C,Puntos_3C,Puntos_4C,Puntos_PR
2005,6,UNI,L,100:00,87,15/21,71%,18/29,62%,12/28,43%,32,94,,,,, 
2005,6,TAU,V,100:00,76,12/18,67%,26/50,52%,4/16,25%,35,73,,,,, 
2005,7,GRA,L,100:00,69,7/13,54%,19/41,46%,8/18,44%,37,65,,,,, 
2005,7,MAN,V,100:00,61,14/23,61%,16/43,37%,5/22,23%,41,60,,,,, 
2005,7,CSF,L,100:00,82,11/16,69%,16/34,47%,13/28,46%,30,85,,,,, 
2005,7,FOR,V,100:00,91,19/21,90%,24/37,65%,8/23,35%,28,102,,,,, 
2005,7,BRE,L,100:00,84,19/26,73%,19/42,45%,9/16,56%,27,71,,,,, 
2005,7,GIR,V,100:00,92,18/27,67%,22/37,59%,10/19,53%,27,110,,,,, 
2005,7,FCB,L,100:00,81,9/12,75%,21/37,57%,10/25,40%,36,99,,,,, 
2005,7,LBB,V,100:00,57,8/13,62%,20/38,53%,3/14,21%,26,52,,,,, 
2005,7,UNI,L,100:00,83,17/23,74%,24/35,69%,6/13,46%,21,95,,,,, 
2005,7,MEN,V,100:00,74,13/20,65%,23/46,50%,5/19,26%,33,56,,,,, 
2005,7,Pam,L,100:00,71,14/34,41%,18/37,49%,7/22,32%,39,67,,,,, 
2005,7,ALI,V,100:00,70,21/28,75%,17/32,53%,5/20,25%,33,73,,,,, 
2005,7,TAU,L,100:00,71,18/24,75%,19/41,46%,5/11,45%,40,78,,,,, 
2005,7,GCA,V,100:00,78,13/17,76%,19/42,45%,9/22,41%,25,73,,,,, 
2005,7,RMB,L,100:00,79,14/20,70%,19/40,48%,9/26,35%,40,90,,,,, 
2005,7,EST,V,100:00,61,13/21,62%,18/41,44%,4/15,27%,31,45,,,,, 
2005,7,DKV,L,100:00,84,21/25,84%,18/38,47%,9/20,45%,25,91,,,,, 
2005,7,AGF,V,100:00,86,24/25,96%,16/29,55%,10/23,43%,31,81,,,,, 
2005,8,GCA,L,100:00,73,24/36,67%,14/34,41%,7/23,30%,32,81,,,,, 
2005,8,BRE,V,100:00,69,18/25,72%,18/39,46%,5/12,42%,37,54,,,,, 
2005,8,EST,L,100:00,76,9/17,53%,23/45,51%,7/22,32%,41,82,,,,, 
2005,8,Pam,V,100:00,65,17/22,77%,12/34,35%,8/26,31%,38,54,,,,, 
2005,8,ALI,L,100:00,69,19/25,76%,19/32,59%,4/17,24%,20,64,,,,, 
2005,8,DKV,V,100:00,80,28/30,93%,17/29,59%,6/23,26%,30,72,,,,, 
2005,8,AGF,L,100:00,78,23/30,77%,14/22,64%,9/25,36%,25,80,,,,, 
2005,8,RMB,V,100:00,63,11/16,69%,17/31,55%,6/24,25%,32,51,,,,, 
2005,8,GRA,L,100:00,63,15/18,83%,18/51,35%,4/11,36%,37,56,,,,, 
2005,8,UNI,V,100:00,84,11/17,65%,23/34,68%,9/26,35%,36,95,,,,, 
2005,8,FOR,L,100:00,90,14/21,67%,23/41,56%,10/23,43%,26,94,,,,, 
2005,8,TAU,V,100:00,100,19/25,76%,33/59,56%,5/13,38%,39,117,,,,, 
2005,8,MAN,L,100:00,71,16/21,76%,17/51,33%,7/25,28%,41,69,,,,, 
2005,8,CSF,V,100:00,77,16/20,80%,17/34,50%,9/19,47%,38,97,,,,, 
2005,8,MEN,L,100:00,82,19/21,90%,21/41,51%,7/14,50%,28,90,,,,, 
2005,8,FCB,V,100:00,70,12/19,63%,20/37,54%,6/21,29%,29,67,,,,, 
2005,8,GIR,L,100:00,85,19/25,76%,27/47,57%,4/13,31%,41,95,,,,, 
2005,8,LBB,V,100:00,74,20/27,74%,21/48,44%,4/14,29%,29,64,,,,, 
2005,9,MEN,L,100:00,62,13/14,93%,17/36,47%,5/28,18%,48,65,,,,, 
2005,9,GRA,V,100:00,58,10/13,77%,15/42,36%,6/21,29%,33,53,,,,, 
2005,9,BRE,L,100:00,93,23/30,77%,26/57,46%,6/17,35%,41,78,,,,, 
2005,9,MAN,V,100:00,98,30/43,70%,22/37,59%,8/19,42%,33,111,,,,, 
2005,9,ALI,L,100:00,93,20/22,91%,26/38,68%,7/16,44%,26,100,,,,, 
2005,9,FOR,V,100:00,75,17/24,71%,17/34,50%,8/20,40%,21,64,,,,, 
2005,9,RMB,L,100:00,74,16/21,76%,17/39,44%,8/29,28%,41,59,,,,, 
2005,9,GCA,V,100:00,78,31/42,74%,13/32,41%,7/24,29%,39,83,,,,, 
2005,9,UNI,L,100:00,91,10/21,48%,21/34,62%,13/29,45%,39,110,,,,, 
2005,9,AGF,V,100:00,66,10/13,77%,22/49,45%,4/19,21%,34,47,,,,, 
2005,9,TAU,L,100:00,81,16/23,70%,25/36,69%,5/20,25%,24,87,,,,, 
2005,9,Pam,V,100:00,91,14/18,78%,19/33,58%,13/23,57%,29,93,,,,, 
2005,9,FCB,L,100:00,83,10/14,71%,23/39,59%,9/20,45%,35,102,,,,, 
2005,9,CSF,V,100:00,62,7/14,50%,23/45,51%,3/16,19%,29,57,,,,, 
2005,9,LBB,L,100:00,70,14/15,93%,16/31,52%,8/30,27%,40,55,,,,, 
2005,9,EST,V,100:00,77,22/29,76%,20/45,44%,5/17,29%,34,79,,,,, 
2005,9,DKV,L,100:00,82,20/31,65%,16/40,40%,10/27,37%,41,83,,,,, 
2005,9,GIR,V,100:00,90,22/31,71%,16/35,46%,12/21,57%,36,100,,,,, 
2005,10,FOR,L,100:00,91,21/26,81%,26/46,57%,6/22,27%,37,102,,,,, 
2005,10,GIR,V,100:00,75,20/25,80%,20/42,48%,5/16,31%,32,64,,,,, 
2005,10,LBB,L,100:00,61,9/13,69%,14/33,42%,8/23,35%,37,65,,,,, 
2005,10,AGF,V,100:00,76,15/19,79%,14/30,47%,11/23,48%,29,78,,,,, 
2005,10,BRE,L,100:00,88,19/26,73%,21/44,48%,9/13,69%,30,87,,,,, 
2005,10,ALI,V,100:00,80,11/12,92%,15/33,45%,13/21,62%,27,81,,,,, 
2005,10,EST,L,100:00,90,23/33,70%,20/39,51%,9/22,41%,38,113,,,,, 
2005,10,MEN,V,100:00,86,11/18,61%,21/52,40%,11/21,52%,39,77,,,,, 
2005,10,Pam,L,100:00,100,14/23,61%,25/38,66%,12/22,55%,34,114,,,,, 
2005,10,DKV,V,100:00,93,19/26,73%,22/47,47%,10/21,48%,30,101,,,,, 
2005,10,CSF,L,100:00,63,4/7,57%,19/44,43%,7/20,35%,27,51,,,,, 
2005,10,RMB,V,100:00,81,14/21,67%,20/30,67%,9/17,53%,29,99,,,,, 
2005,10,FCB,L,100:00,104,16/18,89%,32/55,58%,8/16,50%,25,97,,,,, 
2005,10,UNI,V,100:00,115,30/33,91%,20/28,71%,15/26,58%,23,139,,,,, 
2005,10,GCA,L,100:00,85,8/13,62%,28/43,65%,7/23,30%,35,99,,,,, 
2005,10,GRA,V,100:00,64,13/24,54%,21/48,44%,3/10,30%,36,52,,,,, 
2005,10,TAU,L,100:00,78,14/16,88%,20/32,63%,8/24,33%,30,90,,,,, 
2005,10,MAN,V,100:00,53,14/24,58%,15/40,38%,3/18,17%,36,42,,,,, 
2005,11,MEN,L,100:00,70,13/22,59%,24/34,71%,3/25,12%,32,64,,,,, 
2005,11,FOR,V,100:00,74,16/21,76%,20/36,56%,6/13,46%,29,73,,,,, 
2005,11,ALI,L,100:00,72,15/17,88%,18/32,56%,7/20,35%,29,81,,,,, 
2005,11,LBB,V,100:00,77,8/12,67%,24/42,57%,7/20,35%,31,87,,,,, 
2005,11,GIR,L,100:00,73,18/27,67%,20/37,54%,5/16,31%,33,78,,,,, 
2005,11,Pam,V,100:00,82,17/21,81%,16/37,43%,11/20,55%,35,86,,,,, 
2005,11,GRA,L,100:00,76,18/19,95%,20/46,43%,6/17,35%,37,83,,,,, 
2005,11,TAU,V,100:00,93,14/17,82%,29/49,59%,7/16,44%,29,108,,,,, 
2005,11,UNI,L,100:00,74,20/24,83%,18/34,53%,6/23,26%,29,81,,,,, 
2005,11,BRE,V,100:00,77,21/25,84%,22/42,52%,4/15,27%,35,79,,,,, 
2005,11,AGF,L,100:00,104,29/38,76%,15/24,63%,15/33,45%,25,105,,,,, 
2005,11,EST,V,100:00,97,36/44,82%,23/39,59%,5/18,28%,37,97,,,,, 
2005,11,DKV,L,100:00,87,15/22,68%,24/42,57%,8/19,42%,31,99,,,,, 
2005,11,CSF,V,100:00,64,17/24,71%,10/26,38%,9/17,53%,24,55,,,,, 
2005,11,RMB,L,100:00,72,15/20,75%,12/40,30%,11/23,48%,35,82,,,,, 
2005,11,FCB,V,100:00,73,9/12,75%,23/34,68%,6/20,30%,32,86,,,,, 
2005,11,MAN,L,100:00,64,14/23,61%,16/31,52%,6/21,29%,28,64,,,,, 
2005,11,GCA,V,100:00,67,12/18,67%,20/39,51%,5/19,26%,37,61,,,,, 
2005,12,GRA,L,100:00,87,11/12,92%,23/47,49%,10/21,48%,30,83,,,,, 
2005,12,FCB,V,100:00,85,20/26,77%,19/38,50%,9/24,38%,39,99,,,,, 
2005,12,EST,L,100:00,100,23/31,74%,25/44,57%,9/16,56%,26,98,,,,, 
2005,12,UNI,V,100:00,98,23/29,79%,21/37,57%,11/21,52%,27,99,,,,, 
2005,12,BRE,L,100:00,70,12/17,71%,23/31,74%,4/18,22%,27,63,,,,, 
2005,12,LBB,V,100:00,74,24/33,73%,19/40,48%,4/13,31%,28,70,,,,, 
2005,12,DKV,L,100:00,86,18/23,78%,22/40,55%,8/24,33%,34,107,,,,, 
2005,12,MEN,V,100:00,64,12/15,80%,20/41,49%,4/20,20%,39,55,,,,, 
2005,12,TAU,L,100:00,92,14/25,56%,27/38,71%,8/22,36%,29,112,,,,, 
2005,12,ALI,V,100:00,84,22/27,81%,22/42,52%,6/13,46%,31,76,,,,, 
2005,12,MAN,L,100:00,65,14/19,74%,18/37,49%,5/19,26%,36,59,,,,, 
2005,12,RMB,V,100:00,71,20/31,65%,21/46,46%,3/16,19%,43,74,,,,, 
2005,12,GCA,L,100:00,69,17/23,74%,20/50,40%,4/14,29%,34,73,,,,, 
2005,12,FOR,V,100:00,64,11/15,73%,19/42,45%,5/17,29%,42,57,,,,, 
2005,12,GIR,L,100:00,74,12/15,80%,22/44,50%,6/19,32%,29,73,,,,, 
2005,12,CSF,V,100:00,85,16/20,80%,24/42,57%,7/15,47%,36,91,,,,, 
2005,12,Pam,L,100:00,78,11/19,58%,17/38,45%,11/24,46%,37,81,,,,, 
2005,12,AGF,V,100:00,59,12/22,55%,19/40,48%,3/19,16%,42,66,,,,, 
2005,13,FCB,L,100:00,90,17/19,89%,23/39,59%,9/18,50%,31,118,,,,, 
2005,13,GIR,V,100:00,67,13/17,76%,18/32,56%,6/19,32%,25,62,,,,, 
2005,13,LBB,L,100:00,70,14/18,78%,19/37,51%,6/18,33%,32,63,,,,, 
2005,13,DKV,V,100:00,75,15/17,88%,21/33,64%,6/25,24%,32,77,,,,, 
2005,13,RMB,L,100:00,80,21/29,72%,13/33,39%,11/24,46%,23,85,,,,, 
2005,13,Pam,V,100:00,81,13/22,59%,22/32,69%,8/21,38%,32,67,,,,, 
2005,13,AGF,L,100:00,82,9/13,69%,20/29,69%,11/25,44%,28,81,,,,, 
2005,13,MAN,V,100:00,66,20/29,69%,11/26,42%,8/27,30%,23,57,,,,, 
2005,13,FOR,L,100:00,97,19/26,73%,24/44,55%,10/23,43%,37,103,,,,, 
2005,13,EST,V,100:00,84,22/31,71%,25/48,52%,4/15,27%,34,89,,,,, 
2005,13,ALI,L,100:00,70,14/19,74%,19/38,50%,6/19,32%,38,69,,,,, 
2005,13,GRA,V,100:00,78,17/25,68%,23/41,56%,5/15,33%,29,80,,,,, 
2005,13,CSF,L,100:00,67,3/9,33%,26/47,55%,4/18,22%,28,58,,,,, 
2005,13,TAU,V,100:00,100,11/16,69%,28/42,67%,11/14,79%,25,130,,,,, 
2005,13,MEN,L,100:00,77,11/17,65%,24/38,63%,6/21,29%,31,82,,,,, 
2005,13,BRE,V,100:00,64,16/18,89%,18/38,47%,4/17,24%,34,46,,,,, 
2005,13,UNI,L,100:00,78,24/28,86%,15/29,52%,8/20,40%,29,94,,,,, 
2005,13,GCA,V,100:00,72,18/21,86%,18/37,49%,6/23,26%,30,56,,,,, 
2005,14,TAU,L,100:00,74,8/11,73%,24/49,49%,6/14,43%,28,75,,,,, 
2005,14,FCB,V,100:00,66,10/12,83%,22/48,46%,4/14,29%,36,60,,,,, 
2005,14,DKV,L,100:00,97,16/22,73%,24/47,51%,11/18,61%,31,102,,,,, 
2005,14,UNI,V,100:00,87,21/29,72%,12/25,48%,14/24,58%,25,94,,,,, 
2005,14,MAN,L,100:00,70,14/21,67%,19/39,49%,6/24,25%,35,72,,,,, 
2005,14,MEN,V,100:00,76,14/19,74%,22/38,58%,6/17,35%,33,80,,,,, 
2005,14,EST,L,100:00,81,32/43,74%,20/41,49%,3/14,21%,31,100,,,,, 
2005,14,ALI,V,100:00,74,13/21,62%,20/37,54%,7/20,35%,36,59,,,,, 
2005,14,Pam,L,100:00,70,14/19,74%,16/39,41%,8/21,38%,34,78,,,,, 
2005,14,LBB,V,100:00,65,12/15,80%,19/41,46%,5/17,29%,37,60,,,,, 
2005,14,GIR,L,100:00,76,19/26,73%,18/34,53%,7/25,28%,30,76,,,,, 
2005,14,AGF,V,100:00,75,18/21,86%,12/23,52%,11/22,50%,31,76,,,,, 
2005,14,BRE,L,100:00,88,28/36,78%,24/41,59%,4/17,24%,37,85,,,,, 
2005,14,FOR,V,100:00,89,22/35,63%,17/38,45%,11/17,65%,25,96,,,,, 
2005,14,GRA,L,100:00,83,22/28,79%,17/35,49%,9/27,33%,31,88,,,,, 
2005,14,RMB,V,100:00,71,21/24,88%,16/32,50%,6/24,25%,37,74,,,,, 
2005,14,GCA,L,100:00,83,14/17,82%,18/32,56%,11/24,46%,28,91,,,,, 
2005,14,CSF,V,100:00,63,11/19,58%,17/35,49%,6/21,29%,30,58,,,,, 
2005,15,AGF,L,100:00,80,19/20,95%,17/38,45%,9/26,35%,36,99,,,,, 
2005,15,GRA,V,100:00,77,22/27,81%,14/30,47%,9/17,53%,25,75,,,,, 
2005,15,MEN,L,100:00,82,16/21,76%,24/49,49%,6/11,55%,36,87,,,,, 
2005,15,TAU,V,100:00,75,14/22,64%,17/34,50%,9/32,28%,38,74,,,,, 
2005,15,FOR,L,100:00,71,19/22,86%,20/39,51%,4/14,29%,36,71,,,,, 
2005,15,Pam,V,100:00,75,19/30,63%,13/35,37%,10/22,45%,31,70,,,,, 
2005,15,ALI,L,100:00,65,6/8,75%,19/44,43%,7/25,28%,32,61,,,,, 
2005,15,GCA,V,100:00,70,20/26,77%,19/36,53%,4/11,36%,36,76,,,,, 
2005,15,FCB,L,100:00,71,14/16,88%,15/36,42%,9/25,36%,26,83,,,,, 
2005,15,DKV,V,100:00,76,5/7,71%,28/51,55%,5/13,38%,41,87,,,,, 
2005,15,RMB,L,100:00,98,23/29,79%,21/34,62%,11/22,50%,34,128,,,,, 
2005,15,BRE,V,100:00,54,16/23,70%,13/36,36%,4/14,29%,30,29,,,,, 
2005,15,CSF,L,100:00,86,15/18,83%,22/39,56%,9/21,43%,26,88,,,,, 
2005,15,EST,V,100:00,80,21/26,81%,22/42,52%,5/19,26%,37,97,,,,, 
2005,15,LBB,L,100:00,93,14/20,70%,32/52,62%,5/15,33%,39,110,,,,, 
2005,15,MAN,V,100:00,76,22/28,79%,15/37,41%,8/19,42%,29,71,,,,, 
2005,15,UNI,L,100:00,81,27/28,96%,21/39,54%,4/15,27%,30,98,,,,, 
2005,15,GIR,V,100:00,71,8/11,73%,18/39,46%,9/20,45%,26,45,,,,, 
2005,16,BRE,L,100:00,74,24/30,80%,19/41,46%,4/15,27%,38,61,,,,, 
2005,16,DKV,V,100:00,76,29/35,83%,19/41,46%,3/17,18%,28,85,,,,, 
2005,16,FOR,L,100:00,73,8/12,67%,19/40,48%,9/19,47%,29,74,,,,, 
2005,16,LBB,V,100:00,66,16/21,76%,19/34,56%,4/18,22%,31,77,,,,, 
2005,16,GCA,L,100:00,60,9/14,64%,15/35,43%,7/24,29%,37,49,,,,, 
2005,16,EST,V,100:00,68,11/16,69%,21/43,49%,5/19,26%,39,82,,,,, 
2005,16,GRA,L,100:00,72,12/16,75%,21/41,51%,6/20,30%,41,82,,,,, 
2005,16,CSF,V,100:00,76,17/26,65%,19/42,45%,7/22,32%,34,76,,,,, 
2005,16,MAN,L,100:00,77,18/24,75%,22/40,55%,5/19,26%,30,79,,,,, 
2005,16,FCB,V,100:00,90,15/18,83%,21/43,49%,11/21,52%,34,99,,,,, 
2005,16,Pam,L,100:00,80,8/13,62%,24/45,53%,8/27,30%,35,76,,,,, 
2005,16,MEN,V,100:00,87,18/24,75%,24/47,51%,7/15,47%,38,99,,,,, 
2005,16,RMB,L,100:00,77,17/22,77%,21/41,51%,6/18,33%,27,73,,,,, 
2005,16,UNI,V,100:00,86,30/32,94%,22/33,67%,4/15,27%,28,100,,,,, 
2005,16,GIR,L,100:00,66,14/21,67%,14/38,37%,8/25,32%,43,59,,,,, 
2005,16,ALI,V,100:00,82,28/38,74%,18/37,49%,6/19,32%,36,95,,,,, 
2005,16,TAU,L,100:00,102,23/33,70%,29/43,67%,7/18,39%,36,130,,,,, 
