Temporada,Jornada,Equipo,LoV,Minutos,Puntos,T1,%T1,T2,%T2,T3,%T3,T,Valoración,Puntos_1C,Puntos_2C,Puntos_2C,Puntos_3C,Puntos_PR
2007,2,AGF,V,100:00,91,14/20,70%,19/28,68%,13/29,45%,35,105,,,,, 
2007,2,GRA,L,100:00,82,26/31,84%,22/54,41%,4/13,31%,38,93,,,,, 
2007,2,MUR,V,100:00,77,21/31,68%,19/41,46%,6/26,23%,42,69,,,,, 
2007,2,TAU,L,100:00,93,15/20,75%,21/32,66%,12/23,52%,26,106,,,,, 
2007,2,RMB,V,100:00,70,15/18,83%,14/33,42%,9/31,29%,33,52,,,,, 
2007,2,DKV,L,100:00,109,24/29,83%,20/30,67%,15/37,41%,45,143,,,,, 
2007,2,GCV,V,100:00,76,15/24,63%,20/41,49%,7/21,33%,24,58,,,,, 
2007,3,GCV,L,100:00,95,22/25,88%,26/52,50%,7/11,64%,35,104,,,,, 
2007,3,MEN,V,100:00,78,20/29,69%,20/38,53%,6/19,32%,28,79,,,,, 
2007,3,GIR,L,100:00,83,11/18,61%,27/41,66%,6/16,38%,33,102,,,,, 
2007,3,PAM,V,100:00,82,10/15,67%,18/33,55%,12/28,43%,27,65,,,,, 
2007,3,UNI,L,100:00,80,12/15,80%,19/37,51%,10/19,53%,37,96,,,,, 
2007,3,MUR,V,100:00,56,13/16,81%,20/49,41%,1/10,10%,27,48,,,,, 
2007,3,AGF,L,100:00,67,12/14,86%,20/34,59%,5/27,19%,30,58,,,,, 
2007,3,TAU,V,100:00,73,14/21,67%,19/25,76%,7/27,26%,33,88,,,,, 
2007,3,DKV,L,100:00,94,23/27,85%,19/30,63%,11/29,38%,34,126,,,,, 
2007,3,FCB,V,100:00,73,7/12,58%,18/40,45%,10/26,38%,38,62,,,,, 
2007,3,IBB,L,100:00,72,18/23,78%,21/42,50%,4/16,25%,29,76,,,,, 
2007,3,GRA,V,100:00,71,9/10,90%,16/30,53%,10/22,45%,27,72,,,,, 
2007,3,MAN,L,100:00,87,27/31,87%,18/30,60%,8/25,32%,31,106,,,,, 
2007,3,CAJ,V,100:00,81,21/24,88%,18/36,50%,8/21,38%,31,76,,,,, 
2007,3,GCA,L,100:00,83,15/19,79%,22/36,61%,8/24,33%,35,89,,,,, 
2007,3,LEO,V,100:00,67,12/16,75%,23/47,49%,3/18,17%,31,66,,,,, 
2007,3,MMT,L,100:00,77,14/18,78%,15/36,42%,11/29,38%,37,61,,,,, 
2007,3,RMB,V,100:00,88,24/30,80%,17/27,63%,10/27,37%,26,103,,,,, 
2007,4,PAM,L,100:00,75,15/23,65%,15/40,38%,10/31,32%,41,79,,,,, 
2007,4,UNI,V,100:00,65,19/22,86%,17/33,52%,4/15,27%,34,75,,,,, 
2007,4,RMB,L,100:00,74,10/11,91%,20/39,51%,8/25,32%,25,79,,,,, 
2007,4,AGF,V,100:00,69,1/5,20%,22/38,58%,8/24,33%,38,68,,,,, 
2007,4,FCB,L,100:00,69,14/22,64%,17/41,41%,7/21,33%,39,76,,,,, 
2007,4,GCA,V,100:00,65,16/20,80%,17/41,41%,5/24,21%,46,61,,,,, 
2007,4,LEO,L,100:00,77,29/38,76%,15/35,43%,6/15,40%,30,87,,,,, 
2007,4,IBB,V,100:00,76,15/16,94%,14/38,37%,11/22,50%,25,60,,,,, 
2007,4,MEN,L,100:00,68,17/21,81%,12/29,41%,9/26,35%,26,72,,,,, 
2007,4,DKV,V,100:00,93,7/14,50%,22/38,58%,14/27,52%,39,104,,,,, 
2007,4,TAU,L,100:00,82,11/20,55%,22/30,73%,9/28,32%,27,89,,,,, 
2007,4,MAN,V,100:00,83,23/25,92%,18/31,58%,8/25,32%,31,86,,,,, 
2007,4,MUR,L,100:00,87,18/24,75%,24/45,53%,7/15,47%,34,101,,,,, 
2007,4,MMT,V,100:00,70,12/18,67%,17/35,49%,8/22,36%,26,56,,,,, 
2007,4,GRA,L,100:00,74,21/30,70%,22/44,50%,3/11,27%,33,73,,,,, 
2007,4,GCV,V,100:00,68,11/15,73%,21/51,41%,5/19,26%,48,70,,,,, 
2007,4,CAJ,L,100:00,79,9/10,90%,23/34,68%,8/19,42%,20,82,,,,, 
2007,4,GIR,V,100:00,80,13/17,76%,14/22,64%,13/23,57%,20,89,,,,, 
2007,5,MMT,L,100:00,72,25/31,81%,16/31,52%,5/21,24%,25,73,,,,, 
2007,5,PAM,V,100:00,79,15/20,75%,23/34,68%,6/17,35%,28,80,,,,, 
2007,5,AGF,L,100:00,73,4/8,50%,21/37,57%,9/28,32%,38,73,,,,, 
2007,5,MAN,V,100:00,90,9/10,90%,21/36,58%,13/26,50%,26,105,,,,, 
2007,5,GIR,L,100:00,85,21/29,72%,23/38,61%,6/17,35%,33,91,,,,, 
2007,5,FCB,V,100:00,89,16/21,76%,29/48,60%,5/19,26%,29,95,,,,, 
2007,5,GCV,L,100:00,68,15/26,58%,13/30,43%,9/22,41%,30,48,,,,, 
2007,5,RMB,V,100:00,79,28/37,76%,15/35,43%,7/21,33%,36,84,,,,, 
2007,5,MEN,L,100:00,62,15/16,94%,19/42,45%,3/22,14%,33,58,,,,, 
2007,5,TAU,V,100:00,76,13/19,68%,21/36,58%,7/17,41%,31,82,,,,, 
2007,5,DKV,L,100:00,58,12/16,75%,17/42,40%,4/24,17%,38,46,,,,, 
2007,5,IBB,V,100:00,81,20/26,77%,14/29,48%,11/21,52%,34,96,,,,, 
2007,5,GRA,L,100:00,80,13/15,87%,23/43,53%,7/20,35%,36,79,,,,, 
2007,5,UNI,V,100:00,69,17/25,68%,17/33,52%,6/22,27%,33,76,,,,, 
2007,5,GCA,L,100:00,82,27/34,79%,23/43,53%,3/11,27%,40,100,,,,, 
2007,5,MUR,V,100:00,66,15/20,75%,15/36,42%,7/23,30%,30,48,,,,, 
2007,5,CAJ,L,100:00,84,11/15,73%,20/37,54%,11/25,44%,28,97,,,,, 
2007,5,LEO,V,100:00,73,13/15,87%,18/36,50%,8/23,35%,35,71,,,,, 
2007,6,TAU,L,100:00,90,11/21,52%,26/39,67%,9/23,39%,37,107,,,,, 
2007,6,MMT,V,100:00,69,5/6,83%,20/44,45%,8/28,29%,34,47,,,,, 
2007,6,LEO,L,100:00,80,23/30,77%,18/39,46%,7/14,50%,28,75,,,,, 
2007,6,DKV,V,100:00,90,11/14,79%,26/46,57%,9/20,45%,30,90,,,,, 
2007,6,UNI,L,100:00,66,18/22,82%,12/32,38%,8/20,40%,21,65,,,,, 
2007,6,MEN,V,100:00,83,12/14,86%,22/40,55%,9/20,45%,39,93,,,,, 
2007,6,FCB,L,100:00,78,6/8,75%,15/30,50%,14/23,61%,28,90,,,,, 
2007,6,AGF,V,100:00,62,11/16,69%,15/22,68%,7/26,27%,21,63,,,,, 
2007,6,PAM,L,100:00,75,12/17,71%,21/33,64%,7/25,28%,37,87,,,,, 
2007,6,GCA,V,100:00,51,10/16,63%,13/44,30%,5/18,28%,34,44,,,,, 
2007,6,MUR,L,100:00,76,7/10,70%,18/37,49%,11/21,52%,30,79,,,,, 
2007,6,GIR,V,100:00,67,14/18,78%,19/43,44%,5/15,33%,32,70,,,,, 
2007,6,IBB,L,100:00,81,15/24,63%,21/45,47%,8/23,35%,44,89,,,,, 
2007,6,CAJ,V,100:00,66,15/17,88%,21/35,60%,3/22,14%,30,63,,,,, 
2007,6,RMB,L,100:00,95,26/35,74%,24/37,65%,7/19,37%,38,121,,,,, 
2007,6,GRA,V,100:00,72,17/25,68%,17/30,57%,7/26,27%,20,56,,,,, 
2007,6,MAN,L,100:00,78,17/28,61%,23/45,51%,5/25,20%,35,77,,,,, 
2007,6,GCV,V,100:00,92,19/25,76%,14/31,45%,15/26,58%,33,86,,,,, 
2007,7,AGF,L,100:00,74,12/13,92%,16/32,50%,10/25,40%,25,68,,,,, 
2007,7,GRA,V,100:00,70,14/20,70%,13/23,57%,10/25,40%,25,67,,,,, 
2007,7,GIR,L,100:00,83,19/26,73%,23/40,58%,6/17,35%,29,78,,,,, 
2007,7,RMB,V,100:00,94,24/31,77%,20/31,65%,10/23,43%,27,102,,,,, 
2007,7,UNI,L,100:00,76,24/26,92%,17/36,47%,6/18,33%,32,81,,,,, 
2007,7,IBB,V,100:00,77,19/20,95%,17/39,44%,8/20,40%,30,74,,,,, 
2007,7,FCB,L,100:00,67,8/10,80%,25/39,64%,3/21,14%,40,74,,,,, 
2007,7,LEO,V,100:00,56,9/10,90%,16/45,36%,5/16,31%,32,53,,,,, 
2007,7,GCV,L,100:00,70,14/21,67%,19/44,43%,6/20,30%,27,63,,,,, 
2007,7,PAM,V,100:00,81,14/18,78%,23/36,64%,7/15,47%,34,90,,,,, 
2007,7,GCA,L,100:00,58,12/14,86%,17/48,35%,4/22,18%,41,46,,,,, 
2007,7,TAU,V,100:00,69,21/31,68%,15/31,48%,6/21,29%,40,76,,,,, 
2007,7,CAJ,L,100:00,86,18/23,78%,19/33,58%,10/19,53%,31,99,,,,, 
2007,7,MMT,V,100:00,72,16/18,89%,22/31,71%,4/27,15%,21,65,,,,, 
2007,7,MUR,L,100:00,71,22/31,71%,17/39,44%,5/18,28%,37,83,,,,, 
2007,7,MEN,V,100:00,68,8/13,62%,15/33,45%,10/25,40%,36,57,,,,, 
2007,7,DKV,L,100:00,87,13/17,76%,19/31,61%,12/34,35%,39,103,,,,, 
2007,7,MAN,V,100:00,86,15/16,94%,19/40,48%,11/25,44%,31,83,,,,, 
2007,8,MMT,L,100:00,70,17/21,81%,16/38,42%,7/23,30%,38,50,,,,, 
2007,8,DKV,V,100:00,85,17/28,61%,19/32,59%,10/27,37%,33,95,,,,, 
2007,8,GCV,L,100:00,89,20/24,83%,27/46,59%,5/14,36%,29,94,,,,, 
2007,8,GCA,V,100:00,88,22/31,71%,24/39,62%,6/16,38%,29,87,,,,, 
2007,8,MEN,L,100:00,102,25/29,86%,19/38,50%,13/30,43%,36,125,,,,, 
2007,8,CAJ,V,100:00,80,10/15,67%,20/32,63%,10/22,45%,24,72,,,,, 
2007,8,AGF,L,100:00,69,11/15,73%,17/37,46%,8/20,40%,29,66,,,,, 
2007,8,PAM,V,100:00,64,6/8,75%,17/33,52%,8/26,31%,32,67,,,,, 
2007,8,TAU,L,100:00,84,17/22,77%,17/34,50%,11/25,44%,39,92,,,,, 
2007,8,UNI,V,100:00,62,14/22,64%,21/42,50%,2/18,11%,31,53,,,,, 
2007,8,LEO,L,100:00,75,12/14,86%,24/42,57%,5/18,28%,42,83,,,,, 
2007,8,MUR,V,100:00,67,10/19,53%,21/47,45%,5/17,29%,27,56,,,,, 
2007,8,RMB,L,100:00,74,19/27,70%,20/36,56%,5/22,23%,33,84,,,,, 
2007,8,IBB,V,100:00,69,22/26,85%,16/33,48%,5/25,20%,36,70,,,,, 
2007,8,GRA,L,100:00,68,15/19,79%,22/44,50%,3/13,23%,34,74,,,,, 
2007,8,FCB,V,100:00,71,14/16,88%,21/37,57%,5/24,21%,32,78,,,,, 
2007,8,MAN,L,100:00,81,15/18,83%,18/35,51%,10/29,34%,25,76,,,,, 
2007,8,GIR,V,100:00,93,11/16,69%,23/32,72%,12/20,60%,30,106,,,,, 
2007,9,PAM,L,100:00,74,15/22,68%,13/29,45%,11/30,37%,36,82,,,,, 
2007,9,GRA,V,100:00,67,16/24,67%,21/39,54%,3/14,21%,34,71,,,,, 
2007,9,MUR,L,100:00,62,16/23,70%,17/36,47%,4/18,22%,34,60,,,,, 
2007,9,RMB,V,100:00,65,15/23,65%,13/31,42%,8/20,40%,35,64,,,,, 
2007,9,LEO,L,100:00,87,13/21,62%,25/43,58%,8/17,47%,31,90,,,,, 
2007,9,TAU,V,100:00,98,9/9,100%,22/46,48%,15/29,52%,34,93,,,,, 
2007,9,UNI,L,100:00,103,28/36,78%,24/35,69%,9/18,50%,38,137,,,,, 
2007,9,GCV,V,100:00,65,11/22,50%,21/56,38%,4/13,31%,31,32,,,,, 
2007,9,CAJ,L,100:00,75,23/31,74%,17/40,43%,6/14,43%,35,73,,,,, 
2007,9,FCB,V,100:00,58,18/24,75%,17/42,40%,2/16,13%,36,56,,,,, 
2007,9,DKV,L,100:00,92,27/29,93%,16/32,50%,11/34,32%,34,101,,,,, 
2007,9,GIR,V,100:00,73,22/35,63%,18/36,50%,5/20,25%,43,70,,,,, 
2007,9,IBB,L,100:00,77,15/25,60%,22/42,52%,6/18,33%,37,83,,,,, 
2007,9,MEN,V,100:00,64,20/23,87%,13/29,45%,6/22,27%,33,61,,,,, 
2007,9,GCA,L,100:00,75,10/15,67%,16/33,48%,11/28,39%,29,81,,,,, 
2007,9,AGF,V,100:00,64,12/19,63%,14/28,50%,8/20,40%,31,59,,,,, 
2007,9,MAN,L,100:00,86,22/25,88%,17/36,47%,10/21,48%,32,96,,,,, 
2007,9,MMT,V,100:00,79,18/26,69%,23/41,56%,5/26,19%,39,79,,,,, 
2007,10,GCV,L,100:00,76,20/26,77%,16/35,46%,8/19,42%,27,74,,,,, 
2007,10,CAJ,V,100:00,74,11/19,58%,21/31,68%,7/22,32%,36,80,,,,, 
2007,10,MEN,L,100:00,78,17/21,81%,14/34,41%,11/28,39%,26,82,,,,, 
2007,10,GRA,V,100:00,77,10/11,91%,23/37,62%,7/15,47%,31,80,,,,, 
2007,10,DKV,L,100:00,97,20/25,80%,25/46,54%,9/26,35%,43,119,,,,, 
2007,10,MUR,V,100:00,77,24/31,77%,19/37,51%,5/12,42%,27,76,,,,, 
2007,10,FCB,L,100:00,83,18/21,86%,16/37,43%,11/23,48%,35,95,,,,, 
2007,10,PAM,V,100:00,80,25/30,83%,17/33,52%,7/27,26%,36,91,,,,, 
2007,10,TAU,L,100:00,78,15/16,94%,18/43,42%,9/26,35%,44,78,,,,, 
2007,10,IBB,V,100:00,80,22/28,79%,17/39,44%,8/25,32%,40,81,,,,, 
2007,10,GIR,L,100:00,82,23/28,82%,19/37,51%,7/15,47%,32,100,,,,, 
2007,10,MMT,V,100:00,76,13/15,87%,18/32,56%,9/26,35%,29,83,,,,, 
2007,10,AGF,L,100:00,82,9/13,69%,20/39,51%,11/22,50%,30,87,,,,, 
2007,10,UNI,V,100:00,89,18/23,78%,16/27,59%,13/26,50%,26,94,,,,, 
2007,10,RMB,L,100:00,96,9/10,90%,21/38,55%,15/30,50%,37,110,,,,, 
2007,10,LEO,V,100:00,80,10/15,67%,29/48,60%,4/14,29%,25,89,,,,, 
2007,10,GCA,L,100:00,83,16/20,80%,20/39,51%,9/28,32%,50,94,,,,, 
2007,10,MAN,V,100:00,78,13/18,72%,19/36,53%,9/26,35%,26,82,,,,, 
2007,11,CAJ,L,100:00,85,20/23,87%,19/40,48%,9/23,39%,33,82,,,,, 
2007,11,DKV,V,100:00,89,23/26,88%,18/30,60%,10/29,34%,28,98,,,,, 
2007,11,UNI,L,100:00,91,15/18,83%,20/37,54%,12/26,46%,46,103,,,,, 
2007,11,RMB,V,100:00,69,12/21,57%,15/38,39%,9/26,35%,29,62,,,,, 
2007,11,LEO,L,100:00,65,8/11,73%,15/36,42%,9/23,39%,32,68,,,,, 
2007,11,AGF,V,100:00,64,8/12,67%,16/27,59%,8/26,31%,34,60,,,,, 
2007,11,MMT,L,100:00,75,17/20,85%,11/21,52%,12/27,44%,22,72,,,,, 
2007,11,GCV,V,100:00,87,20/24,83%,20/38,53%,9/16,56%,27,89,,,,, 
2007,11,PAM,L,100:00,85,10/12,83%,18/35,51%,13/26,50%,28,96,,,,, 
2007,11,MEN,V,100:00,69,13/19,68%,16/34,47%,8/18,44%,32,64,,,,, 
2007,11,MAN,L,100:00,64,17/22,77%,10/31,32%,9/37,24%,39,56,,,,, 
2007,11,FCB,V,100:00,77,18/20,90%,19/41,46%,7/20,35%,40,93,,,,, 
2007,11,GRA,L,100:00,85,19/21,90%,27/43,63%,4/16,25%,39,100,,,,, 
2007,11,GCA,V,100:00,79,17/28,61%,22/49,45%,6/20,30%,33,72,,,,, 
2007,11,IBB,L,100:00,78,12/16,75%,18/31,58%,10/23,43%,28,84,,,,, 
2007,11,GIR,V,100:00,62,13/15,87%,17/34,50%,5/18,28%,29,55,,,,, 
2007,11,MUR,L,100:00,88,33/37,89%,17/32,53%,7/19,37%,26,92,,,,, 
2007,11,TAU,V,100:00,82,13/17,76%,21/38,55%,9/24,38%,28,73,,,,, 
2007,12,MMT,L,100:00,68,13/20,65%,11/23,48%,11/26,42%,25,59,,,,, 
2007,12,GCA,V,100:00,65,18/25,72%,16/32,50%,5/21,24%,34,61,,,,, 
2007,12,GCV,L,100:00,73,12/12,100%,20/39,51%,7/20,35%,29,76,,,,, 
2007,12,IBB,V,100:00,74,19/24,79%,20/44,45%,5/17,29%,38,81,,,,, 
2007,12,CAJ,L,100:00,78,11/18,61%,20/42,48%,9/22,41%,39,74,,,,, 
2007,12,MUR,V,100:00,65,14/21,67%,21/40,53%,3/17,18%,32,70,,,,, 
2007,12,DKV,L,100:00,65,13/17,76%,14/26,54%,8/28,29%,29,70,,,,, 
2007,12,RMB,V,100:00,71,14/16,88%,21/40,53%,5/21,24%,37,74,,,,, 
2007,12,FCB,L,100:00,89,20/22,91%,27/51,53%,5/18,28%,36,100,,,,, 
2007,12,TAU,V,100:00,85,27/35,77%,20/36,56%,6/21,29%,35,95,,,,, 
2007,12,MEN,L,100:00,57,18/24,75%,18/39,46%,1/15,7%,35,52,,,,, 
2007,12,AGF,V,100:00,53,19/27,70%,11/35,31%,4/20,20%,36,35,,,,, 
2007,12,PAM,L,100:00,96,13/25,52%,28/37,76%,9/23,39%,32,103,,,,, 
2007,12,LEO,V,100:00,74,20/26,77%,21/39,54%,4/18,22%,29,69,,,,, 
2007,12,GIR,L,100:00,73,29/34,85%,13/31,42%,6/23,26%,35,79,,,,, 
2007,12,UNI,V,100:00,83,17/25,68%,21/34,62%,8/23,35%,33,82,,,,, 
2007,12,MAN,L,100:00,74,12/17,71%,13/29,45%,12/34,35%,30,68,,,,, 
2007,12,GRA,V,100:00,76,14/21,67%,13/24,54%,12/27,44%,34,87,,,,, 
2007,13,UNI,L,100:00,77,19/23,83%,23/44,52%,4/16,25%,44,87,,,,, 
2007,13,FCB,V,100:00,62,9/18,50%,22/44,50%,3/14,21%,26,61,,,,, 
2007,13,LEO,L,100:00,72,9/13,69%,18/44,41%,9/24,38%,36,62,,,,, 
2007,13,GIR,V,100:00,81,13/21,62%,22/35,63%,8/19,42%,30,89,,,,, 
2007,13,GCA,L,100:00,75,19/26,73%,19/42,45%,6/23,26%,40,92,,,,, 
2007,13,DKV,V,100:00,69,14/16,88%,17/45,38%,7/22,32%,43,67,,,,, 
2007,13,MUR,L,100:00,94,18/26,69%,29/46,63%,6/17,35%,47,120,,,,, 
2007,13,MAN,V,100:00,59,13/23,57%,17/36,47%,4/28,14%,22,20,,,,, 
2007,13,AGF,L,100:00,63,19/26,73%,16/32,50%,4/18,22%,31,70,,,,, 
2007,13,MMT,V,100:00,59,6/12,50%,10/30,33%,11/29,38%,40,48,,,,, 
2007,13,IBB,L,100:00,68,12/17,71%,22/42,52%,4/20,20%,36,70,,,,, 
2007,13,PAM,V,100:00,65,16/16,100%,17/31,55%,5/19,26%,29,64,,,,, 
2007,13,RMB,L,100:00,98,15/21,71%,22/36,61%,13/23,57%,28,111,,,,, 
2007,13,MEN,V,100:00,74,12/19,63%,19/33,58%,8/22,36%,28,66,,,,, 
2007,13,GRA,L,100:00,81,13/18,72%,16/40,40%,12/29,41%,41,83,,,,, 
2007,13,CAJ,V,100:00,76,15/25,60%,17/38,45%,9/22,41%,36,73,,,,, 
2007,13,TAU,L,100:00,87,19/26,73%,16/40,40%,12/27,44%,43,94,,,,, 
2007,13,GCV,V,100:00,81,17/25,68%,17/34,50%,10/25,40%,31,78,,,,, 
2007,14,MMT,L,100:00,74,8/9,89%,18/41,44%,10/22,45%,33,70,,,,, 
2007,14,GRA,V,100:00,63,12/22,55%,21/40,53%,3/11,27%,28,65,,,,, 
2007,14,PAM,L,100:00,73,15/23,65%,17/34,50%,8/25,32%,35,82,,,,, 
2007,14,MUR,V,100:00,67,18/22,82%,17/35,49%,5/25,20%,40,69,,,,, 
2007,14,DKV,L,100:00,97,21/24,88%,29/44,66%,6/22,27%,33,127,,,,, 
2007,14,UNI,V,100:00,82,16/20,80%,21/32,66%,8/24,33%,26,78,,,,, 
2007,14,MEN,L,100:00,69,12/21,57%,15/31,48%,9/28,32%,34,77,,,,, 
2007,14,LEO,V,100:00,63,13/13,100%,16/37,43%,6/23,26%,41,57,,,,, 
2007,14,FCB,L,100:00,84,11/13,85%,26/37,70%,7/20,35%,30,100,,,,, 
2007,14,RMB,V,100:00,65,20/31,65%,12/33,36%,7/22,32%,32,57,,,,, 
2007,14,GCV,L,100:00,91,26/30,87%,19/34,56%,9/19,47%,21,99,,,,, 
2007,14,AGF,V,100:00,86,31/35,89%,8/27,30%,13/27,48%,35,89,,,,, 
2007,14,GIR,L,100:00,76,18/23,78%,20/32,63%,6/22,27%,39,93,,,,, 
2007,14,GCA,V,100:00,59,11/19,58%,15/38,39%,6/26,23%,35,41,,,,, 
2007,14,CAJ,L,100:00,56,13/16,81%,14/37,38%,5/21,24%,35,55,,,,, 
2007,14,TAU,V,100:00,77,8/17,47%,21/41,51%,9/21,43%,35,85,,,,, 
2007,14,MAN,L,100:00,76,30/35,86%,14/36,39%,6/28,21%,45,76,,,,, 
2007,14,IBB,V,100:00,83,17/21,81%,15/29,52%,12/30,40%,29,92,,,,, 
2007,15,UNI,L,100:00,101,14/17,82%,27/35,77%,11/28,39%,29,114,,,,, 
2007,15,GCA,V,100:00,86,16/23,70%,23/35,66%,8/17,47%,21,87,,,,, 
2007,15,PAM,L,100:00,88,17/25,68%,19/32,59%,11/24,46%,35,103,,,,, 
2007,15,CAJ,V,100:00,79,26/34,76%,16/46,35%,7/15,47%,37,81,,,,, 
2007,15,RMB,L,100:00,94,6/11,55%,29/50,58%,10/26,38%,36,108,,,,, 
2007,15,MAN,V,100:00,70,14/19,74%,19/39,49%,6/17,35%,33,74,,,,, 
2007,15,IBB,L,100:00,73,15/21,71%,23/39,59%,4/19,21%,38,92,,,,, 
2007,15,MMT,V,100:00,67,9/10,90%,20/44,45%,6/22,27%,36,57,,,,, 
2007,15,MEN,L,100:00,85,14/16,88%,25/43,58%,7/15,47%,36,95,,,,, 
2007,15,FCB,V,100:00,68,18/23,78%,16/41,39%,6/11,55%,23,66,,,,, 
2007,15,GRA,L,100:00,98,20/27,74%,24/38,63%,10/26,38%,36,104,,,,, 
2007,15,GIR,V,100:00,90,24/36,67%,27/43,63%,4/14,29%,24,93,,,,, 
2007,15,MUR,L,100:00,72,8/12,67%,23/38,61%,6/16,38%,29,74,,,,, 
2007,15,AGF,V,100:00,73,12/13,92%,26/43,60%,3/22,14%,28,68,,,,, 
2007,15,TAU,L,100:00,80,16/21,76%,20/36,56%,8/21,38%,34,83,,,,, 
2007,15,DKV,V,100:00,73,30/36,83%,14/32,44%,5/17,29%,25,77,,,,, 
2007,15,LEO,L,100:00,69,15/22,68%,18/32,56%,6/23,26%,31,68,,,,, 
2007,15,GCV,V,100:00,74,16/22,73%,20/39,51%,6/16,38%,33,72,,,,, 
2007,16,MMT,L,100:00,85,28/37,76%,21/40,53%,5/17,29%,36,96,,,,, 
2007,16,LEO,V,100:00,83,19/23,83%,17/39,44%,10/22,45%,29,72,,,,, 
2007,16,TAU,L,100:00,90,13/20,65%,28/41,68%,7/20,35%,39,108,,,,, 
2007,16,GRA,V,100:00,80,19/25,76%,20/42,48%,7/21,33%,30,78,,,,, 
2007,16,DKV,L,100:00,85,16/21,76%,24/37,65%,7/23,30%,26,93,,,,, 
2007,16,PAM,V,100:00,92,9/18,50%,19/31,61%,15/25,60%,30,99,,,,, 
2007,16,GCV,L,100:00,83,9/14,64%,19/35,54%,12/23,52%,31,97,,,,, 
2007,16,MUR,V,100:00,68,11/13,85%,24/41,59%,3/19,16%,29,71,,,,, 
2007,16,GCA,L,100:00,91,20/25,80%,22/38,58%,9/22,41%,30,94,,,,, 
2007,16,MEN,V,100:00,74,15/23,65%,22/45,49%,5/15,33%,34,72,,,,, 
2007,16,MAN,L,100:00,89,18/24,75%,25/42,60%,7/17,41%,35,102,,,,, 
2007,16,UNI,V,100:00,81,23/30,77%,11/23,48%,12/32,38%,29,78,,,,, 
2007,16,AGF,L,100:00,93,5/5,100%,26/34,76%,12/28,43%,29,107,,,,, 
2007,16,GIR,V,100:00,75,15/21,71%,18/28,64%,8/18,44%,17,73,,,,, 
2007,16,CAJ,L,100:00,74,14/17,82%,15/33,45%,10/22,45%,36,74,,,,, 
2007,16,RMB,V,100:00,77,15/21,71%,19/38,50%,8/21,38%,29,78,,,,, 
2007,16,FCB,L,100:00,73,13/18,72%,21/39,54%,6/19,32%,33,83,,,,, 
