Temporada,Jornada,Equipo,LoV,Minutos,Puntos,T1,%T1,T2,%T2,T3,%T3,T,Valoración,Puntos_1C,Puntos_2C,Puntos_2C,Puntos_3C,Puntos_PR
2019,2,RMB,L,200:00,97,15/22,68%,20/41,49%,14/27,52%,43,123,30,19,19,29, 
2019,2,UCB,V,200:00,69,6/9,67%,21/55,38%,7/24,29%,46,54,13,12,18,26, 
2019,2,SPB,L,200:00,79,16/21,76%,12/27,44%,13/28,46%,39,92,20,23,19,17, 
2019,2,BAX,V,200:00,65,8/11,73%,24/44,55%,3/23,13%,33,66,16,13,16,20, 
2019,3,UCB,L,200:00,89,9/12,75%,13/34,38%,18/42,43%,47,86,25,24,20,20, 
2019,3,CAZ,V,200:00,73,9/14,64%,17/36,47%,10/27,37%,37,77,12,23,22,16, 
2019,3,MOB,L,250:00,98,28/30,93%,20/48,42%,10/39,26%,45,92,15,23,26,9,25
2019,3,RBB,V,250:00,96,25/30,83%,22/40,55%,9/27,33%,43,100,17,24,16,16,23
2019,3,IBT,L,200:00,71,6/9,67%,22/41,54%,7/26,27%,40,81,11,23,20,17, 
2019,3,RMB,V,200:00,76,5/8,63%,13/31,42%,15/33,45%,34,78,18,20,14,24, 
2019,3,JOV,L,200:00,74,20/22,91%,18/46,39%,6/26,23%,48,72,19,18,26,11, 
2019,3,SPB,V,200:00,82,15/25,60%,20/45,44%,9/23,39%,43,93,23,15,17,27, 
2019,3,MKF,L,200:00,93,11/21,52%,29/42,69%,8/22,36%,40,102,19,23,33,18, 
2019,3,MOV,V,200:00,85,20/27,74%,22/43,51%,7/24,29%,33,77,24,21,14,26, 
2019,3,BAX,L,200:00,74,16/18,89%,20/46,43%,6/14,43%,34,81,17,12,27,18, 
2019,3,HGC,V,200:00,75,7/9,78%,25/41,61%,6/21,29%,33,79,21,15,20,19, 
2019,3,VBC,L,200:00,95,14/20,70%,24/34,71%,11/27,41%,38,127,26,18,26,25, 
2019,3,BET,V,200:00,72,10/12,83%,13/30,43%,12/32,38%,28,61,12,23,22,15, 
2019,3,KBA,L,200:00,77,11/16,69%,21/31,68%,8/21,38%,30,85,29,20,11,17, 
2019,3,UNI,V,200:00,78,15/17,88%,15/31,48%,11/30,37%,29,75,20,16,23,19, 
2019,3,MBA,L,200:00,86,15/20,75%,22/38,58%,9/27,33%,33,71,20,24,18,24, 
2019,3,BAR,V,200:00,84,18/21,86%,18/25,72%,10/27,37%,27,89,21,19,16,28, 
2019,4,SPB,L,200:00,92,10/22,45%,14/25,56%,18/37,49%,35,104,21,26,22,23, 
2019,4,UCB,V,200:00,82,19/22,86%,12/33,36%,13/31,42%,39,73,20,23,17,22, 
2019,4,BET,L,200:00,69,3/10,30%,15/40,38%,12/28,43%,36,68,13,19,20,17, 
2019,4,CAZ,V,200:00,71,6/8,75%,19/39,49%,9/24,38%,42,87,14,11,16,30, 
2019,4,UNI,L,200:00,77,12/17,71%,19/40,48%,9/28,32%,47,90,23,9,21,24, 
2019,4,JOV,V,200:00,65,11/13,85%,15/36,42%,8/28,29%,34,51,24,12,17,12, 
2019,4,IBT,L,200:00,90,13/20,65%,28/40,70%,7/22,32%,35,107,24,20,19,27, 
2019,4,MOB,V,200:00,78,11/14,79%,20/34,59%,9/23,39%,25,72,22,12,26,18, 
2019,4,RMB,L,200:00,89,16/21,76%,20/35,57%,11/27,41%,46,118,22,26,21,20, 
2019,4,MKF,V,200:00,64,6/14,43%,20/47,43%,6/24,25%,38,45,14,17,12,21, 
2019,4,HGC,L,200:00,80,18/27,67%,19/34,56%,8/25,32%,40,82,14,24,16,26, 
2019,4,MBA,V,200:00,67,12/13,92%,20/43,47%,5/23,22%,35,61,19,14,19,15, 
2019,4,RBB,L,200:00,79,19/24,79%,24/42,57%,4/22,18%,38,87,18,24,15,22, 
2019,4,KBA,V,200:00,75,15/19,79%,21/34,62%,6/24,25%,30,73,14,26,15,20, 
2019,4,BAR,L,200:00,97,18/23,78%,23/33,70%,11/25,44%,23,118,27,25,22,23, 
2019,4,VBC,V,200:00,94,24/25,96%,23/33,70%,8/27,30%,32,98,23,23,26,22, 
2019,4,MOV,L,200:00,87,20/25,80%,17/48,35%,11/27,41%,37,87,20,14,26,27, 
2019,4,BAX,V,200:00,79,15/21,71%,23/44,52%,6/13,46%,42,87,18,20,19,22, 
2019,5,MBA,L,200:00,87,12/15,80%,18/37,49%,13/27,48%,47,112,19,20,27,21, 
2019,5,SPB,V,200:00,74,9/19,47%,22/48,46%,7/20,35%,29,67,16,22,14,22, 
2019,5,CAZ,L,200:00,84,14/16,88%,26/60,43%,6/18,33%,44,94,16,20,27,21, 
2019,5,RBB,V,200:00,61,9/16,56%,14/25,56%,8/27,30%,36,59,14,13,18,16, 
2019,5,MOB,L,200:00,76,8/15,53%,19/35,54%,10/27,37%,32,72,23,14,20,19, 
2019,5,RMB,V,200:00,83,15/19,79%,22/41,54%,8/23,35%,41,92,19,25,21,18, 
2019,5,JOV,L,200:00,78,20/25,80%,14/24,58%,10/31,32%,42,98,17,17,28,16, 
2019,5,MOV,V,200:00,76,7/10,70%,18/44,41%,11/32,34%,38,75,18,25,15,18, 
2019,5,BAX,L,200:00,61,5/6,83%,19/50,38%,6/22,27%,30,55,22,9,12,18, 
2019,5,IBT,V,200:00,81,10/11,91%,22/35,63%,9/22,41%,42,100,19,20,24,18, 
2019,5,KBA,L,200:00,84,11/13,85%,17/30,57%,13/33,39%,35,102,13,21,18,32, 
2019,5,BET,V,200:00,73,5/6,83%,13/25,52%,14/29,48%,23,73,18,17,24,14, 
2019,5,MKF,L,200:00,75,23/36,64%,14/31,45%,8/26,31%,39,77,17,22,15,21, 
2019,5,UCB,V,200:00,74,18/20,90%,16/33,48%,8/24,33%,31,59,26,14,29,5, 
2019,5,VBC,L,200:00,63,12/17,71%,21/43,49%,3/22,14%,31,57,15,23,15,10, 
2019,5,UNI,V,200:00,79,14/18,78%,22/37,59%,7/21,33%,43,91,20,28,18,13, 
2019,5,BAR,L,200:00,89,15/23,65%,25/56,45%,8/17,47%,45,105,23,20,29,17, 
2019,5,HGC,V,200:00,75,8/14,57%,17/31,55%,11/32,34%,35,68,19,24,12,20, 
2019,6,HGC,L,200:00,68,5/8,63%,15/30,50%,11/33,33%,31,72,14,24,16,14, 
2019,6,JOV,V,200:00,79,13/14,93%,21/39,54%,8/25,32%,41,88,24,14,20,21, 
2019,6,UCB,L,225:00,90,9/15,60%,18/37,49%,15/32,47%,40,95,18,14,24,20,14
2019,6,MOB,V,225:00,95,13/20,65%,14/31,45%,18/35,51%,37,104,19,15,18,24,19
2019,6,SPB,L,200:00,62,11/15,73%,12/29,41%,9/26,35%,32,46,16,13,16,17, 
2019,6,VBC,V,200:00,93,13/16,81%,22/34,65%,12/30,40%,34,113,15,27,26,25, 
2019,6,UNI,L,200:00,62,12/15,80%,16/32,50%,6/24,25%,39,69,8,17,16,21, 
2019,6,MOV,V,200:00,67,6/6,100%,20/39,51%,7/22,32%,29,63,13,17,22,15, 
2019,6,RMB,L,200:00,94,16/24,67%,27/43,63%,8/17,47%,35,117,27,28,21,18, 
2019,6,BAX,V,200:00,74,11/13,85%,21/40,53%,7/24,29%,30,66,28,16,15,15, 
2019,6,RBB,L,200:00,92,12/13,92%,16/32,50%,16/31,52%,34,93,18,26,20,28, 
2019,6,MKF,V,200:00,80,19/25,76%,20/41,49%,7/24,29%,39,89,20,16,22,22, 
2019,6,BET,L,200:00,86,14/19,74%,21/38,55%,10/19,53%,36,91,24,20,19,23, 
2019,6,MBA,V,200:00,81,18/22,82%,12/29,41%,13/36,36%,32,84,20,11,24,26, 
2019,6,CAZ,L,200:00,89,13/16,81%,23/44,52%,10/26,38%,43,92,23,23,25,18, 
2019,6,BAR,V,200:00,83,26/31,84%,27/47,57%,1/16,6%,32,83,17,23,21,22, 
2019,6,IBT,L,200:00,78,11/18,61%,23/37,62%,7/22,32%,28,74,18,15,28,17, 
2019,6,KBA,V,200:00,79,24/29,83%,17/31,55%,7/21,33%,32,80,18,20,22,19, 
2019,7,MBA,L,200:00,86,26/32,81%,18/38,47%,8/20,40%,31,91,21,16,26,23, 
2019,7,UCB,V,200:00,89,19/24,79%,17/31,55%,12/25,48%,30,77,18,25,23,23, 
2019,7,BAX,L,100:00,101,13/24,54%,29/56,52%,10/32,31%,49,110,,,,, 
2019,7,RBB,V,100:00,97,18/28,64%,17/46,37%,15/36,42%,56,89,,,,, 
2019,7,SPB,L,200:00,69,14/19,74%,11/31,35%,11/33,33%,41,58,25,12,14,18, 
2019,7,CAZ,V,200:00,78,18/26,69%,21/35,60%,6/28,21%,41,97,20,22,15,21, 
2019,7,UNI,L,200:00,79,19/29,66%,15/29,52%,10/29,34%,38,91,23,17,17,22, 
2019,7,BET,V,200:00,71,1/2,50%,17/36,47%,12/30,40%,36,64,14,18,22,17, 
2019,7,JOV,L,200:00,101,22/25,88%,23/42,55%,11/23,48%,38,103,19,26,29,27, 
2019,7,MOB,V,200:00,77,20/27,74%,21/41,51%,5/22,23%,36,78,18,20,19,20, 
2019,7,MOV,L,200:00,72,12/17,71%,18/33,55%,8/23,35%,33,68,22,13,19,18, 
2019,7,IBT,V,200:00,74,18/23,78%,16/31,52%,8/24,33%,33,83,25,9,17,23, 
2019,7,KBA,L,200:00,89,12/20,60%,22/46,48%,11/21,52%,33,100,21,13,36,19, 
2019,7,RMB,V,200:00,91,19/22,86%,15/25,60%,14/35,40%,36,98,23,24,18,26, 
2019,7,BAR,L,200:00,87,21/32,66%,21/37,57%,8/21,38%,35,96,23,18,25,21, 
2019,7,MKF,V,200:00,74,18/31,58%,19/33,58%,6/17,35%,27,61,24,18,18,14, 
2019,7,VBC,L,225:00,86,10/14,71%,17/43,40%,14/29,48%,40,96,23,20,22,6,15
2019,7,HGC,V,225:00,88,10/13,77%,15/41,37%,16/36,44%,50,105,20,17,20,14,17
2019,8,MKF,L,100:00,87,12/20,60%,15/32,47%,15/29,52%,31,95,,,,, 
2019,8,BAX,V,100:00,83,17/24,71%,18/36,50%,10/24,42%,36,83,,,,, 
2019,8,IBT,L,200:00,85,15/16,94%,17/36,47%,12/25,48%,33,96,15,24,23,23, 
2019,8,SPB,V,200:00,82,6/8,75%,20/35,57%,12/29,41%,29,83,17,16,17,32, 
2019,8,RBB,L,200:00,90,21/26,81%,27/42,64%,5/18,28%,26,92,17,32,25,16, 
2019,8,HGC,V,200:00,97,18/26,69%,23/38,61%,11/23,48%,33,103,24,22,28,23, 
2019,8,MOB,L,200:00,79,5/10,50%,19/32,59%,12/27,44%,26,82,17,19,23,20, 
2019,8,KBA,V,200:00,92,18/23,78%,28/47,60%,6/17,35%,35,103,22,21,28,21, 
2019,8,MOV,L,200:00,79,16/25,64%,21/38,55%,7/23,30%,35,79,11,23,18,27, 
2019,8,MBA,V,200:00,87,17/26,65%,20/34,59%,10/24,42%,31,85,17,24,24,22, 
2019,8,BET,L,200:00,95,5/5,100%,18/34,53%,18/35,51%,31,95,23,22,24,26, 
2019,8,BAR,V,200:00,100,16/21,76%,15/24,63%,18/35,51%,28,122,28,20,30,22, 
2019,8,CAZ,L,200:00,90,24/35,69%,24/45,53%,6/15,40%,35,95,19,21,21,29, 
2019,8,JOV,V,200:00,92,10/12,83%,26/43,60%,10/25,40%,32,99,24,23,22,23, 
2019,8,RMB,L,200:00,82,16/21,76%,15/27,56%,12/31,39%,41,99,21,25,16,20, 
2019,8,UNI,V,200:00,71,16/18,89%,20/45,44%,5/28,18%,41,59,13,24,14,20, 
2019,8,UCB,L,225:00,97,17/25,68%,19/44,43%,14/37,38%,44,96,24,22,14,21,16
2019,8,VBC,V,225:00,95,20/27,74%,18/39,46%,13/30,43%,47,98,13,21,27,20,14
2019,9,MBA,L,200:00,89,16/22,73%,29/45,64%,5/14,36%,29,91,15,27,26,21, 
2019,9,UNI,V,200:00,73,23/27,85%,16/30,53%,6/24,25%,32,71,17,17,24,15, 
2019,9,BAX,L,200:00,79,14/17,82%,25/35,71%,5/26,19%,37,85,18,24,20,17, 
2019,9,MOB,V,200:00,85,13/15,87%,21/49,43%,10/26,38%,40,100,25,16,27,17, 
2019,9,JOV,L,200:00,77,18/28,64%,19/37,51%,7/24,29%,48,87,21,18,24,14, 
2019,9,IBT,V,200:00,73,23/28,82%,16/38,42%,6/29,21%,34,53,10,16,20,27, 
2019,9,SPB,L,200:00,85,9/22,41%,23/31,74%,10/32,31%,44,108,18,21,23,23, 
2019,9,BET,V,200:00,72,9/17,53%,21/39,54%,7/26,27%,33,69,15,22,17,18, 
2019,9,BAR,L,200:00,94,13/17,76%,24/35,69%,11/25,44%,42,125,30,14,26,24, 
2019,9,MOV,V,200:00,72,10/13,77%,16/35,46%,10/26,38%,22,66,19,13,18,22, 
2019,9,HGC,L,200:00,85,15/18,83%,20/34,59%,10/24,42%,33,97,26,19,13,27, 
2019,9,UCB,V,200:00,79,8/10,80%,25/43,58%,7/22,32%,28,76,24,18,17,20, 
2019,9,VBC,L,200:00,92,14/17,82%,18/37,49%,14/31,45%,42,114,25,28,24,15, 
2019,9,CAZ,V,200:00,74,8/16,50%,21/44,48%,8/25,32%,39,68,11,18,22,23, 
2019,9,RBB,L,225:00,82,12/17,71%,26/58,45%,6/25,24%,56,80,23,18,19,17,5
2019,9,RMB,V,225:00,81,27/35,77%,18/42,43%,6/38,16%,56,85,21,16,17,23,4
2019,9,KBA,L,200:00,80,17/26,65%,21/44,48%,7/27,26%,39,78,19,16,20,25, 
2019,9,MKF,V,200:00,92,21/25,84%,19/34,56%,11/30,37%,42,106,20,21,26,25, 
2019,10,MKF,L,200:00,95,10/14,71%,20/42,48%,15/32,47%,33,100,21,25,22,27, 
2019,10,JOV,V,200:00,98,18/21,86%,22/38,58%,12/26,46%,36,118,24,29,24,21, 
2019,10,UNI,L,200:00,77,14/17,82%,15/40,38%,11/27,41%,34,83,20,17,19,21, 
2019,10,RBB,V,200:00,70,12/16,75%,17/28,61%,8/22,36%,33,79,18,17,15,20, 
2019,10,MOB,L,200:00,75,5/6,83%,20/39,51%,10/29,34%,35,80,19,19,15,22, 
2019,10,MBA,V,200:00,73,10/15,67%,24/35,69%,5/23,22%,33,77,24,18,15,16, 
2019,10,CAZ,L,200:00,86,27/32,84%,22/40,55%,5/19,26%,30,100,15,20,20,31, 
2019,10,BAX,V,200:00,79,10/13,77%,24/39,62%,7/25,28%,40,79,14,35,16,14, 
2019,10,MOV,L,200:00,76,13/19,68%,18/40,45%,9/29,31%,36,74,10,18,24,24, 
2019,10,SPB,V,200:00,78,17/25,68%,20/39,51%,7/27,26%,50,87,17,18,23,20, 
2019,10,IBT,L,200:00,94,27/32,84%,14/27,52%,13/31,42%,31,108,21,19,17,37, 
2019,10,BET,V,200:00,89,15/19,79%,22/43,51%,10/23,43%,33,94,17,20,29,23, 
2019,10,UCB,L,200:00,83,13/14,93%,23/35,66%,8/28,29%,28,72,18,23,25,17, 
2019,10,BAR,V,200:00,87,28/36,78%,25/39,64%,3/21,14%,39,89,19,13,29,26, 
2019,10,KBA,L,200:00,85,15/18,83%,20/40,50%,10/25,40%,36,98,19,19,33,14, 
2019,10,VBC,V,200:00,74,18/20,90%,19/33,58%,6/26,23%,33,61,19,13,20,22, 
2019,10,RMB,L,200:00,92,18/22,82%,19/35,54%,12/23,52%,39,104,23,25,18,26, 
2019,10,HGC,V,200:00,76,7/13,54%,21/39,54%,9/33,27%,33,72,14,16,28,18, 
2019,11,VBC,L,200:00,86,18/22,82%,25/45,56%,6/20,30%,36,105,21,18,21,26, 
2019,11,MOB,V,200:00,76,13/14,93%,18/32,56%,9/26,35%,31,70,22,15,16,23, 
2019,11,SPB,L,200:00,77,4/15,27%,23/39,59%,9/30,30%,42,85,17,26,20,14, 
2019,11,UNI,V,200:00,60,9/11,82%,9/32,28%,11/23,48%,34,52,13,14,20,13, 
2019,11,MBA,L,200:00,97,26/34,76%,19/36,53%,11/25,44%,36,110,24,18,24,31, 
2019,11,KBA,V,200:00,82,13/18,72%,24/36,67%,7/24,29%,29,70,14,17,21,30, 
2019,11,BAX,L,200:00,93,30/35,86%,18/38,47%,9/26,35%,41,112,17,19,20,37, 
2019,11,UCB,V,200:00,92,18/24,75%,25/48,52%,8/25,32%,39,89,17,26,23,26, 
2019,11,BET,L,200:00,88,15/18,83%,23/35,66%,9/25,36%,40,112,26,18,16,28, 
2019,11,MOV,V,200:00,66,7/7,100%,16/37,43%,9/26,35%,26,53,16,18,15,17, 
2019,11,HGC,L,200:00,102,17/21,81%,20/34,59%,15/31,48%,38,111,24,23,24,31, 
2019,11,MKF,V,200:00,78,20/28,71%,20/33,61%,6/19,32%,22,78,23,25,12,18, 
2019,11,JOV,L,200:00,97,29/35,83%,22/41,54%,8/28,29%,38,112,19,19,26,33, 
2019,11,RBB,V,200:00,86,20/24,83%,24/41,59%,6/27,22%,39,77,21,19,22,24, 
2019,11,CAZ,L,200:00,84,16/20,80%,25/52,48%,6/21,29%,47,96,20,22,17,25, 
2019,11,RMB,V,200:00,67,10/19,53%,12/29,41%,11/33,33%,41,68,17,16,14,20, 
2019,11,BAR,L,200:00,103,21/23,91%,29/41,71%,8/20,40%,32,141,26,21,28,28, 
2019,11,IBT,V,200:00,71,8/11,73%,18/39,46%,9/26,35%,29,54,19,20,24,8, 
2019,12,MKF,L,200:00,70,13/17,76%,18/33,55%,7/27,26%,32,69,19,16,10,25, 
2019,12,VBC,V,200:00,81,10/13,77%,25/37,68%,7/23,30%,30,90,18,10,26,27, 
2019,12,IBT,L,200:00,85,22/32,69%,21/31,68%,7/22,32%,27,104,18,22,24,21, 
2019,12,UCB,V,200:00,78,10/17,59%,25/40,63%,6/22,27%,32,68,16,22,13,27, 
2019,12,RBB,L,200:00,82,14/15,93%,19/46,41%,10/25,40%,42,86,26,23,18,15, 
2019,12,MBA,V,200:00,87,22/27,81%,16/31,52%,11/27,41%,32,93,23,25,14,25, 
2019,12,UNI,L,200:00,79,15/18,83%,20/40,50%,8/25,32%,38,83,23,11,23,22, 
2019,12,HGC,V,200:00,76,16/20,80%,15/34,44%,10/33,30%,43,68,19,24,17,16, 
2019,12,MOV,L,200:00,67,6/9,67%,20/38,53%,7/29,24%,33,46,15,15,25,12, 
2019,12,CAZ,V,200:00,85,12/19,63%,29/51,57%,5/22,23%,45,106,19,18,24,24, 
2019,12,MOB,L,200:00,82,14/16,88%,13/32,41%,14/35,40%,37,95,25,11,22,24, 
2019,12,BET,V,200:00,73,13/20,65%,18/39,46%,8/21,38%,42,76,16,20,19,18, 
2019,12,KBA,L,200:00,87,13/20,65%,16/30,53%,14/26,54%,31,100,25,19,22,21, 
2019,12,JOV,V,200:00,86,18/27,67%,16/35,46%,12/27,44%,38,94,9,26,18,33, 
2019,12,BAX,L,200:00,75,3/8,38%,21/44,48%,10/28,36%,37,73,22,15,22,16, 
2019,12,BAR,V,200:00,84,16/23,70%,22/40,55%,8/23,35%,40,108,25,16,22,21, 
2019,12,RMB,L,200:00,104,22/26,85%,23/43,53%,12/25,48%,38,139,26,29,27,22, 
2019,12,SPB,V,200:00,93,11/12,92%,20/40,50%,14/30,47%,30,88,13,24,28,28, 
2019,13,SPB,L,200:00,93,6/8,75%,24/45,53%,13/38,34%,36,97,24,19,26,24, 
2019,13,RBB,V,200:00,95,16/21,76%,26/41,63%,9/17,53%,36,107,20,25,26,24, 
2019,13,BET,L,200:00,64,4/5,80%,21/46,46%,6/25,24%,37,46,10,15,17,22, 
2019,13,RMB,V,200:00,84,10/15,67%,19/29,66%,12/36,33%,40,112,26,15,21,22, 
2019,13,MBA,L,200:00,76,12/22,55%,20/37,54%,8/26,31%,35,80,15,21,26,14, 
2019,13,IBT,V,200:00,86,2/4,50%,18/36,50%,16/31,52%,36,98,22,24,20,20, 
2019,13,JOV,L,225:00,104,31/33,94%,23/45,51%,9/29,31%,43,115,21,27,22,21,13
2019,13,BAX,V,225:00,106,24/30,80%,29/48,60%,8/31,26%,41,117,22,15,31,23,15
2019,13,CAZ,L,200:00,75,11/17,65%,20/41,49%,8/31,26%,43,76,20,20,12,23, 
2019,13,MKF,V,200:00,65,10/17,59%,23/36,64%,3/21,14%,34,68,14,15,18,18, 
2019,13,HGC,L,250:00,102,24/30,80%,27/55,49%,8/22,36%,45,118,19,21,19,14,29
2019,13,MOB,V,250:00,100,14/19,74%,22/39,56%,14/34,41%,38,92,22,18,18,15,27
2019,13,UCB,L,200:00,75,15/19,79%,18/44,41%,8/24,33%,36,69,21,16,13,25, 
2019,13,KBA,V,200:00,86,14/18,78%,21/31,68%,10/29,34%,38,86,15,23,24,24, 
2019,13,BAR,L,200:00,95,27/35,77%,25/32,78%,6/30,20%,31,99,26,30,18,21, 
2019,13,UNI,V,200:00,105,27/30,90%,18/32,56%,14/31,45%,35,110,27,24,25,29, 
2019,13,VBC,L,200:00,79,10/12,83%,24/42,57%,7/24,29%,49,110,16,15,25,23, 
2019,13,MOV,V,200:00,63,2/4,50%,17/44,39%,9/24,38%,30,53,15,17,14,17, 
2019,14,UNI,L,200:00,75,24/25,96%,21/37,57%,3/27,11%,31,73,16,21,15,23, 
2019,14,CAZ,V,200:00,81,12/15,80%,24/43,56%,7/23,30%,42,86,20,13,24,24, 
2019,14,RBB,L,200:00,75,9/12,75%,21/44,48%,8/23,35%,37,78,26,16,15,18, 
2019,14,BET,V,200:00,69,10/13,77%,16/49,33%,9/22,41%,49,64,15,22,14,18, 
2019,14,IBT,L,200:00,100,26/28,93%,25/41,61%,8/21,38%,33,121,19,28,25,28, 
2019,14,HGC,V,200:00,79,20/22,91%,19/36,53%,7/26,27%,33,78,26,16,20,17, 
2019,14,MOB,L,200:00,78,20/25,80%,20/31,65%,6/26,23%,34,80,19,19,19,21, 
2019,14,MKF,V,200:00,77,15/22,68%,19/43,44%,8/17,47%,32,74,11,21,25,20, 
2019,14,MOV,L,200:00,91,13/20,65%,30/46,65%,6/25,24%,35,104,22,21,23,25, 
2019,14,UCB,V,200:00,70,16/21,76%,21/43,49%,4/25,16%,46,73,11,18,23,18, 
2019,14,BAX,L,200:00,79,10/12,83%,24/40,60%,7/19,37%,31,88,31,13,16,19, 
2019,14,VBC,V,200:00,76,18/25,72%,20/36,56%,6/23,26%,35,83,14,20,14,28, 
2019,14,RMB,L,200:00,91,19/24,79%,21/38,55%,10/29,34%,50,126,24,26,20,21, 
2019,14,MBA,V,200:00,60,5/7,71%,20/43,47%,5/30,17%,37,46,12,2,23,23, 
2019,14,JOV,L,200:00,80,18/19,95%,22/44,50%,6/28,21%,36,76,14,26,20,20, 
2019,14,BAR,V,200:00,95,22/25,88%,23/45,51%,9/26,35%,46,114,21,25,29,20, 
2019,14,KBA,L,200:00,74,12/17,71%,16/30,53%,10/29,34%,34,72,16,15,25,18, 
2019,14,SPB,V,200:00,82,13/18,72%,15/30,50%,13/30,43%,34,92,18,14,22,28, 
2019,15,UCB,L,200:00,56,6/8,75%,10/34,29%,10/36,28%,44,49,19,14,7,16, 
2019,15,RBB,V,200:00,57,14/16,88%,17/41,41%,3/20,15%,47,64,18,11,13,15, 
2019,15,MOB,L,200:00,78,7/11,64%,19/34,56%,11/26,42%,37,99,16,16,21,25, 
2019,15,MOV,V,200:00,57,7/10,70%,16/46,35%,6/24,25%,43,46,16,8,15,18, 
2019,15,HGC,L,200:00,92,14/19,74%,18/30,60%,14/30,47%,31,106,27,21,21,23, 
2019,15,SPB,V,200:00,89,9/15,60%,16/30,53%,16/32,50%,29,86,24,28,20,17, 
2019,15,CAZ,L,200:00,101,22/27,81%,20/35,57%,13/22,59%,27,114,14,25,33,29, 
2019,15,KBA,V,200:00,80,12/17,71%,22/41,54%,8/27,30%,34,70,20,11,20,29, 
2019,15,MKF,L,200:00,81,21/28,75%,21/40,53%,6/18,33%,37,83,24,14,30,13, 
2019,15,UNI,V,200:00,82,13/18,72%,15/35,43%,13/30,43%,36,78,19,19,15,29, 
2019,15,BET,L,100:00,88,13/20,65%,21/34,62%,11/28,39%,25,89,,,,, 
2019,15,BAX,V,100:00,89,18/24,75%,19/32,59%,11/23,48%,36,99,,,,, 
2019,15,MBA,L,200:00,90,19/22,86%,19/32,59%,11/31,35%,33,99,22,21,16,31, 
